website,cdn_first,min,max,mean,median_first,cdn_min_median,median_min_median,diff,CDNChoiceGood
123rf.com,13.226.94.6,0.737,1.52,0.8461000000000001,0.77,13.226.94.6,0.7895000000000001,-0.019500000000000073,True
20min.ch,3.171.139.122,0.867,1.41,0.9683,0.9385,3.171.139.121,0.8885000000000001,0.04999999999999993,False
20minutes.fr,18.164.124.113,1.31,1.48,1.368,1.3650000000000002,18.164.124.10,1.24,0.12500000000000022,False
20minutos.es,108.138.128.69,1.39,2.12,1.49,1.42,18.173.219.116,0.8835,0.5365,False
24.hu,13.33.252.121,1.31,2.01,1.451,1.415,13.33.252.121,1.355,0.06000000000000005,True
2dehands.be,13.33.252.36,1.31,1.61,1.394,1.375,13.33.252.74,1.24,0.135,False
365scores.com,108.138.128.90,1.3,1.65,1.3850000000000002,1.375,108.138.128.23,1.26,0.11499999999999999,False
3ds.com,3.168.102.59,0.833,1.47,0.9533,0.88,3.168.102.80,0.79,0.08999999999999997,False
3lift.com,13.226.34.20,0.797,1.68,0.9713,0.9025,13.226.34.20,0.852,0.05049999999999999,True
4wps.net,108.139.47.82,1.31,1.73,1.376,1.34,108.139.47.27,1.32,0.020000000000000018,False
500px.com,13.226.34.6,0.962,1.59,1.0631999999999997,1.005,13.226.34.29,0.8125,0.1924999999999999,False
8ballpool.com,108.139.29.59,1.19,1.8,1.3050000000000002,1.255,108.139.29.59,1.25,0.004999999999999893,True
99acres.com,104.117.182.179,1.37,2.08,1.481,1.415,104.117.182.194,1.3,0.11499999999999999,False
a-mo.net,18.173.132.23,0.721,0.799,0.7639,0.7645,18.173.132.119,0.7595000000000001,0.004999999999999893,False
a47b.com,108.138.113.26,1.29,1.94,1.455,1.3650000000000002,108.138.113.212,1.33,0.03500000000000014,False
aa.com,23.216.138.146,0.782,0.892,0.843,0.8434999999999999,23.216.138.146,0.8434999999999999,0.0,True
aajtak.in,23.33.40.27,1.49,1.65,1.545,1.525,23.57.90.73,1.05,0.47499999999999987,False
abc.com,18.164.96.78,1.33,1.42,1.362,1.355,18.164.96.126,1.28,0.07499999999999996,False
abc.es,23.206.172.80,0.938,1.06,0.9978,0.9985,23.206.172.80,0.9985,0.0,True
abc.net.au,23.195.92.102,1.05,1.13,1.088,1.085,23.195.92.102,1.085,0.0,True
aboutads.info,18.173.132.70,0.721,1.51,0.8588000000000001,0.781,18.173.132.125,0.74,0.041000000000000036,False
aboutamazon.com,52.85.61.110,0.836,1.23,0.9273,0.895,52.85.61.110,0.895,0.0,True
abplive.com,23.210.92.137,1.0,1.12,1.06,1.06,23.223.209.52,0.874,0.18600000000000005,False
academia.edu,18.164.116.28,1.38,1.44,1.393,1.3849999999999998,18.164.116.78,1.27,0.11499999999999977,False
acast.com,13.249.91.118,0.728,1.12,0.8092,0.7875000000000001,13.249.91.59,0.751,0.03650000000000009,False
accuweather.com,23.201.163.89,0.944,1.49,1.0721,1.035,23.201.163.89,1.03,0.004999999999999893,True
activision.com,69.192.108.183,1.27,1.64,1.339,1.31,23.51.57.218,0.982,0.32800000000000007,False
ad.nl,23.206.172.18,0.952,1.12,1.0154999999999998,1.01,23.206.172.18,1.01,0.0,True
ada.support,13.225.63.76,1.01,1.48,1.088,1.05,13.225.63.100,0.845,0.20500000000000007,False
adda247.com,18.164.96.51,1.32,1.41,1.3729999999999998,1.3849999999999998,18.164.96.79,1.255,0.1299999999999999,False
adentifi.com,13.249.91.12,0.848,1.57,0.9874000000000004,0.933,13.249.91.4,0.761,0.17200000000000004,False
adevarul.ro,18.173.219.77,0.836,1.0,0.9187,0.904,18.173.219.33,0.7095,0.1945,False
adingo.jp,3.168.122.88,0.809,1.3,0.9055,0.8614999999999999,3.168.122.27,0.7605,0.10099999999999998,False
adlightning.com,3.171.76.72,5.93,6.4,6.016,5.98,13.35.93.23,1.235,4.745,False
admanmedia.com,23.204.8.169,1.02,1.14,1.0710000000000002,1.065,23.204.8.169,1.045,0.020000000000000018,True
adobe.com,23.44.133.21,3.69,4.11,3.811000000000001,3.775,23.198.214.132,1.73,2.045,False
adsafeprotected.com,18.173.132.108,0.718,1.25,0.8077,0.7605,18.173.132.108,0.742,0.01849999999999996,True
aepd.es,23.200.88.76,0.825,1.48,0.9450999999999998,0.878,23.200.88.76,0.878,0.0,True
agenziaentrate.gov.it,23.192.118.27,83.5,83.9,83.56,83.5,95.100.86.215,74.7,8.799999999999997,False
ahagamecenter.com,108.138.106.6,1.23,1.36,1.2959999999999998,1.295,108.138.106.6,1.295,0.0,True
aircanada.com,23.216.137.123,0.945,1.04,0.9968,1.01,23.216.137.123,1.01,0.0,True
ajax.systems,3.168.122.44,0.856,1.24,0.9379,0.904,3.168.122.44,0.8975,0.006500000000000061,True
aka.ms,23.56.210.3,0.825,0.942,0.876,0.8775,23.217.173.215,0.841,0.03649999999999998,False
akamai.com,23.219.82.48,0.971,1.39,1.0661,1.03,23.44.201.9,0.999,0.031000000000000028,False
alhurra.com,23.201.173.206,1.08,1.22,1.141,1.12,23.201.173.206,1.12,0.0,True
alltrails.com,13.225.63.48,0.77,1.14,0.8361999999999998,0.7975000000000001,13.225.63.48,0.7875000000000001,0.010000000000000009,True
alodokter.com,23.200.88.79,0.85,1.14,0.8920999999999999,0.858,23.200.88.79,0.858,0.0,True
alphapolis.co.jp,13.225.70.41,1.01,1.82,1.136,1.0550000000000002,13.225.70.41,1.0550000000000002,0.0,True
altema.jp,23.196.3.172,0.868,0.956,0.8972,0.8825000000000001,23.196.3.172,0.8825000000000001,0.0,True
amarujala.com,13.226.94.89,0.871,1.51,0.9958,0.9575,13.226.94.129,0.7855000000000001,0.17199999999999993,False
amazonses.com,13.226.94.74,0.749,1.15,0.8164999999999999,0.7825,13.226.94.83,0.7785,0.0040000000000000036,False
amazonsilk.com,18.173.219.40,0.689,0.765,0.7222999999999999,0.721,18.173.219.40,0.721,0.0,True
amazontrust.com,13.225.63.107,0.828,1.55,0.9811,0.922,13.225.63.107,0.9085,0.013500000000000068,True
amazonvideo.com,108.138.106.119,1.33,1.91,1.451,1.4049999999999998,108.138.106.42,1.395,0.009999999999999787,False
ambitionbox.com,104.117.182.179,1.34,1.95,1.4360000000000002,1.3849999999999998,104.117.182.194,1.34,0.04499999999999971,False
amd.com,23.41.168.89,1.43,1.58,1.489,1.485,23.56.162.124,0.862,0.6230000000000001,False
americanexpress.com,23.204.20.147,0.842,0.93,0.8773,0.8665,23.204.20.147,0.8665,0.0,True
americanprogress.org,13.225.63.49,0.996,1.1,1.0656,1.0750000000000002,13.225.63.127,0.916,0.15900000000000014,False
amperwave.net,108.138.106.102,1.22,1.72,1.3010000000000002,1.25,108.138.106.102,1.25,0.0,True
amtrak.com,23.203.185.83,1.47,1.59,1.52,1.505,23.201.181.15,0.89,0.6149999999999999,False
ana.co.jp,23.201.170.12,0.969,1.12,1.0455,1.04,23.201.170.12,1.04,0.0,True
angi.com,23.206.172.61,0.976,1.12,1.0578,1.0750000000000002,23.206.172.61,1.0750000000000002,0.0,True
aniview.com,99.84.188.114,6.09,6.72,6.202,6.155,99.84.191.60,6.08,0.07500000000000018,False
ankr.com,18.173.132.92,0.856,0.979,0.898,0.8905000000000001,18.173.132.92,0.8905000000000001,0.0,True
anydesk.com,3.171.139.128,0.739,1.48,0.8493,0.782,3.171.139.77,0.7695000000000001,0.012499999999999956,False
ap.org,23.204.4.68,0.916,1.34,1.0615,1.045,23.204.4.68,0.9905,0.05449999999999988,True
apachefriends.org,185.199.111.153,0.562,1.17,0.6905,0.64,185.199.111.153,0.64,0.0,True
apartments.com,23.62.11.132,0.908,1.03,0.9674,0.9595,23.62.11.132,0.9595,0.0,True
app.link,13.225.63.24,0.794,1.45,0.9273,0.88,13.225.63.24,0.88,0.0,True
appfolio.com,13.35.93.19,1.3,1.7,1.392,1.3650000000000002,13.35.93.46,1.25,0.11500000000000021,False
apple.news,23.205.21.19,1.47,1.63,1.5540000000000005,1.54,23.204.14.5,0.924,0.616,False
appsflyersdk.com,18.164.124.109,1.27,1.77,1.36,1.3,18.164.124.45,1.28,0.020000000000000018,False
apuestatotal.com,13.225.63.68,0.78,1.33,0.8826,0.8194999999999999,13.225.63.68,0.8194999999999999,0.0,True
archdaily.com,108.138.128.79,1.3,1.65,1.361,1.33,108.138.128.91,1.32,0.010000000000000009,False
arcpublishing.com,3.168.122.87,0.854,1.26,0.937,0.903,3.168.122.79,0.8855,0.01750000000000007,False
arduino.cc,3.168.102.66,0.691,1.08,0.7655000000000001,0.729,3.168.102.66,0.729,0.0,True
argos.co.uk,23.48.224.105,0.821,1.69,0.9399,0.8665,23.48.224.105,0.8665,0.0,True
arkoselabs.com,13.226.34.18,0.98,1.4,1.063,1.015,13.226.34.52,0.817,0.19799999999999995,False
as.com,23.210.92.138,1.03,1.77,1.1290000000000002,1.06,23.223.209.12,0.8975,0.1625000000000001,False
asahi.com,23.204.5.145,0.929,1.1,1.0214,1.03,23.204.5.145,1.025,0.0050000000000001155,True
asda.com,23.48.146.184,0.807,1.04,0.8637,0.8434999999999999,23.48.146.184,0.8434999999999999,0.0,True
asos.com,23.44.203.23,0.8,0.92,0.8389,0.832,23.44.203.23,0.832,0.0,True
atlassian.com,18.238.49.45,0.734,1.34,0.8153,0.757,18.238.49.45,0.7515000000000001,0.005499999999999949,True
attentionxyz.com,18.238.80.25,0.88,1.11,0.9469,0.9155,18.238.80.92,0.7635000000000001,0.1519999999999999,False
audiomack.com,13.225.63.63,1.01,1.06,1.033,1.03,13.225.63.128,0.88,0.15000000000000002,False
autoscout24.de,13.226.94.62,0.811,1.34,0.947,0.925,13.226.94.57,0.8875,0.03750000000000009,False
autoscout24.it,13.226.94.57,0.873,1.7,1.0066000000000002,0.936,13.226.94.57,0.9225,0.013500000000000068,True
autotrader.com,23.201.164.232,1.0,1.23,1.0769999999999995,1.065,23.201.164.232,1.05,0.014999999999999902,True
autozone.com,23.56.162.178,0.951,1.1,0.9994,0.9995,23.56.162.178,0.979,0.020500000000000074,True
avast.com,23.56.163.124,0.985,1.1,1.0378,1.035,23.56.163.124,1.025,0.010000000000000009,True
aviasales.com,18.164.116.77,1.3,1.37,1.3290000000000002,1.315,18.164.116.77,1.315,0.0,True
aviasales.ru,18.164.96.117,1.2,1.29,1.259,1.265,18.164.96.14,1.24,0.02499999999999991,False
