website,cdn_first,min,max,mean,median_first,cdn_min_median,median_min_median,diff,CDNChoiceGood
123rf.com,13.227.74.22,1.49,2.24,1.6170000000000002,1.545,13.227.74.17,1.1749999999999998,0.3700000000000001,False
20min.ch,108.139.10.90,0.873,1.64,0.9851,0.913,108.139.10.30,0.8694999999999999,0.043500000000000094,False
20minutes.fr,13.227.74.125,1.47,2.28,1.56,1.47,13.227.74.97,1.2,0.27,False
20minutos.es,18.155.202.4,0.776,3.66,1.1264999999999998,0.834,18.155.202.4,0.834,0.0,True
24.hu,108.138.246.61,0.882,1.45,1.0219,0.9315,108.138.246.28,0.824,0.10750000000000004,False
2dehands.be,3.169.183.114,0.8,1.59,0.9506,0.8385,18.155.192.45,0.8185,0.020000000000000018,False
365scores.com,13.35.121.119,0.941,1.7,1.0488000000000002,0.971,13.35.121.116,0.968,0.0030000000000000027,False
3ds.com,13.35.121.52,0.908,2.09,1.1175000000000002,0.997,108.138.246.84,0.913,0.08399999999999996,False
3lift.com,65.8.161.58,0.879,1.76,1.0115,0.922,65.8.161.82,0.885,0.03700000000000003,False
4wps.net,108.139.10.8,0.805,1.97,1.0112,0.8265,108.139.10.8,0.8265,0.0,True
500px.com,18.239.199.80,0.797,1.22,0.8760999999999999,0.842,18.239.199.80,0.842,0.0,True
8ballpool.com,65.8.161.118,0.813,1.26,0.8996000000000001,0.8505,65.8.161.25,0.4135,0.43700000000000006,False
99acres.com,23.33.32.138,113.0,113.0,113.0,113.0,96.16.55.41,2.965,110.035,False
a-mo.net,3.168.86.6,0.793,1.41,0.8729000000000001,0.8105,3.168.86.6,0.8105,0.0,True
a47b.com,3.168.84.119,0.795,1.48,0.8962000000000001,0.8305,3.168.84.119,0.8305,0.0,True
aa.com,104.99.48.133,0.79,1.32,0.8616999999999999,0.814,104.99.48.133,0.793,0.020999999999999908,True
aajtak.in,23.67.33.150,2.09,2.23,2.143,2.14,23.67.33.150,2.14,0.0,True
abc.com,65.8.161.47,0.432,10.5,1.5113,0.45,65.8.161.47,0.45,0.0,True
abc.es,23.67.33.47,2.92,3.22,2.982,2.96,23.216.149.133,0.3625,2.5975,False
abc.net.au,23.37.16.130,2.09,2.15,2.1260000000000003,2.125,104.99.48.130,0.364,1.7610000000000001,False
aboutads.info,18.239.199.3,0.351,1.02,0.4338,0.373,18.239.199.3,0.3725,0.0005000000000000004,True
aboutamazon.com,65.8.161.108,0.416,1.23,0.5327,0.459,65.8.161.26,0.4445,0.014500000000000013,False
abplive.com,23.62.46.118,0.344,0.408,0.367,0.3635,23.62.46.118,0.3635,0.0,True
academia.edu,108.138.246.2,0.827,1.45,0.9173000000000002,0.8625,108.138.246.23,0.8354999999999999,0.027000000000000135,False
acast.com,99.84.238.131,0.851,0.99,0.914,0.9115,99.84.238.161,0.882,0.02949999999999997,False
accuweather.com,104.89.224.71,2.12,2.3,2.1860000000000004,2.175,104.89.224.71,2.175,0.0,True
activision.com,23.37.17.218,2.94,3.48,3.0460000000000003,2.995,104.107.105.200,0.4034999999999999,2.5915000000000004,False
ad.nl,23.46.216.203,2.08,2.15,2.12,2.13,23.216.149.138,0.3685,1.7614999999999998,False
ada.support,99.84.238.112,0.852,1.36,0.9277,0.883,99.84.238.112,0.883,0.0,True
adda247.com,13.227.74.118,1.14,1.3,1.208,1.205,13.227.74.118,1.205,0.0,True
adentifi.com,13.35.121.42,0.929,1.51,1.0208,0.9585,13.35.121.47,0.947,0.011500000000000066,False
adevarul.ro,18.155.192.42,0.795,1.03,0.8516999999999999,0.829,18.155.192.81,0.3655,0.46349999999999997,False
adingo.jp,3.169.183.73,0.821,1.53,0.9206,0.8294999999999999,18.155.202.57,0.384,0.4454999999999999,False
adlightning.com,108.139.10.71,0.893,1.62,1.0154999999999998,0.9405,108.139.10.71,0.907,0.033499999999999974,True
admanmedia.com,104.100.62.175,2.16,2.88,2.294,2.1900000000000004,104.100.62.175,2.1900000000000004,0.0,True
adobe.com,23.67.33.138,2.1,2.36,2.169,2.155,23.67.33.152,2.135,0.020000000000000018,False
adsafeprotected.com,18.244.214.97,0.778,1.27,0.9133,0.842,18.244.214.42,0.3605,0.4815,False
aepd.es,23.212.62.200,1.23,1.93,1.339,1.265,23.216.149.141,0.845,0.41999999999999993,False
agenziaentrate.gov.it,2.18.244.151,141.0,141.0,141.0,141.0,92.123.238.10,137.0,4.0,False
ahagamecenter.com,18.244.214.78,0.363,1.01,0.4433000000000001,0.3735,18.244.214.78,0.3735,0.0,True
aircanada.com,23.221.78.69,2.94,3.33,3.022,2.99,104.99.50.65,0.404,2.5860000000000003,False
ajax.systems,3.168.86.78,0.86,1.53,0.971,0.887,3.168.86.97,0.8354999999999999,0.0515000000000001,False
aka.ms,23.1.102.151,1.22,3.39,1.505,1.25,104.99.49.220,0.4105,0.8395,False
akamai.com,23.211.139.198,0.332,0.886,0.4122,0.359,23.211.139.198,0.359,0.0,True
alhurra.com,23.202.199.206,2.1,2.35,2.169,2.135,23.202.199.206,2.135,0.0,True
alltrails.com,65.8.161.119,0.41,1.32,0.5416,0.4629999999999999,65.8.161.119,0.4629999999999999,0.0,True
alodokter.com,23.46.216.207,2.09,2.38,2.168,2.145,23.216.149.140,0.3775,1.7675,False
alphapolis.co.jp,18.173.120.201,0.784,1.01,0.8474999999999999,0.827,18.173.120.201,0.8214999999999999,0.00550000000000006,True
altema.jp,23.46.216.207,2.07,2.19,2.128,2.125,23.216.149.152,0.7995000000000001,1.3255,False
amarujala.com,108.138.246.74,0.818,1.42,0.9174,0.868,108.138.246.94,0.8465,0.021499999999999964,False
amazonses.com,18.239.199.101,0.37,0.761,0.483,0.4615,18.239.199.83,0.371,0.09050000000000002,False
amazonsilk.com,13.35.121.119,0.901,1.43,0.9891,0.942,13.35.121.119,0.942,0.0,True
amazontrust.com,18.173.121.117,0.797,0.846,0.8138,0.811,18.173.121.117,0.811,0.0,True
amazonvideo.com,18.155.202.22,0.794,1.42,0.8715999999999999,0.8145,18.155.202.12,0.379,0.4355,False
ambitionbox.com,23.33.32.129,110.0,110.0,110.0,110.0,23.56.4.208,1.43,108.57,False
amd.com,23.45.136.99,1.2,1.44,1.279,1.255,104.99.48.117,0.3985,0.8564999999999998,False
americanexpress.com,184.85.76.134,9.88,10.5,9.967,9.915,184.85.76.134,9.915,0.0,True
americanprogress.org,3.169.183.125,0.357,0.886,0.4547,0.3985,3.169.183.125,0.3985,0.0,True
amperwave.net,18.155.202.37,0.333,0.662,0.4074,0.3795,18.155.202.37,0.3665,0.013000000000000012,True
amtrak.com,23.214.100.193,1.26,1.38,1.294,1.28,23.214.100.193,1.28,0.0,True
ana.co.jp,23.202.196.69,2.12,2.54,2.202,2.155,23.202.196.69,2.155,0.0,True
angi.com,23.62.46.169,0.81,1.08,0.8582000000000001,0.8385,23.216.149.139,0.825,0.013500000000000068,False
aniview.com,99.84.191.41,66.5,67.2,66.58000000000001,66.5,99.84.191.60,65.7,0.7999999999999972,False
ankr.com,18.155.192.3,0.803,1.69,0.9588,0.8345,18.155.192.35,0.402,0.4325,False
anydesk.com,18.238.192.90,0.327,0.861,0.4271,0.376,18.238.192.82,0.374,0.0020000000000000018,False
ap.org,23.56.125.133,2.94,6.97,3.419,2.97,23.56.125.133,2.96,0.010000000000000231,True
apachefriends.org,185.199.108.153,0.81,1.52,0.9897,0.9005000000000001,185.199.109.153,0.868,0.032500000000000084,False
apartments.com,23.37.17.136,2.12,2.16,2.146,2.15,23.37.17.136,2.15,0.0,True
app.link,18.238.192.82,0.345,0.998,0.4425999999999999,0.3795,18.238.192.82,0.3795,0.0,True
appfolio.com,3.168.86.116,0.843,1.5,0.9458,0.881,3.168.86.123,0.8134999999999999,0.06750000000000012,False
apple.news,104.100.68.214,2.15,2.91,2.263,2.2,104.100.68.214,2.17,0.03000000000000025,True
appsflyersdk.com,18.173.121.93,0.796,1.63,0.8991,0.8194999999999999,18.173.121.93,0.8194999999999999,0.0,True
apuestatotal.com,65.8.161.101,0.364,0.885,0.4875,0.4185,65.8.161.101,0.4185,0.0,True
archdaily.com,3.168.86.124,0.866,1.62,0.9806,0.883,3.168.86.124,0.883,0.0,True
arcpublishing.com,18.238.192.115,0.336,0.792,0.4091,0.3755,18.238.192.115,0.3755,0.0,True
arduino.cc,18.239.199.96,0.823,1.66,1.0477,0.864,18.239.199.13,0.846,0.018000000000000016,False
argos.co.uk,23.212.62.199,1.24,2.2,1.368,1.275,23.216.149.153,0.844,0.43099999999999994,False
arkoselabs.com,18.239.199.76,0.818,1.83,0.9361,0.8394999999999999,18.239.199.76,0.8394999999999999,0.0,True
as.com,23.62.46.118,0.299,1.29,0.4431000000000001,0.3495,23.62.46.118,0.3495,0.0,True
asahi.com,104.100.59.150,2.19,3.18,2.326,2.225,104.100.59.150,2.225,0.0,True
asda.com,104.99.49.42,0.311,1.48,0.5057,0.4085,104.99.49.42,0.3895,0.01899999999999996,True
asos.com,23.216.149.90,0.334,0.69,0.3882,0.356,23.216.149.90,0.356,0.0,True
atlassian.com,108.138.246.75,0.817,1.34,0.8964000000000001,0.836,108.138.246.75,0.836,0.0,True
attentionxyz.com,18.173.121.78,0.798,1.01,0.8307,0.811,18.173.121.78,0.811,0.0,True
audiomack.com,18.155.192.34,0.789,0.861,0.8234,0.828,18.155.192.23,0.41,0.418,False
autoscout24.de,18.155.202.49,0.377,0.445,0.3995,0.3955,18.155.202.49,0.3955,0.0,True
autoscout24.it,18.155.202.49,0.794,0.895,0.8365,0.8365,18.155.202.107,0.3805,0.456,False
autotrader.com,23.55.196.215,1.25,1.37,1.3,1.295,23.55.196.215,1.295,0.0,True
autozone.com,23.37.17.59,2.92,3.09,2.9799999999999995,2.965,23.37.17.59,2.95,0.01499999999999968,True
avast.com,23.37.17.178,2.92,3.02,2.9560000000000004,2.955,23.37.17.178,2.94,0.015000000000000124,True
aviasales.com,18.244.214.87,0.799,0.887,0.8368,0.8245,18.244.214.87,0.8245,0.0,True
aviasales.ru,3.168.86.44,0.808,1.69,0.9258,0.8454999999999999,3.168.86.44,0.8454999999999999,0.0,True
awin1.com,18.155.192.68,0.359,1.33,0.4703,0.3795,18.155.192.68,0.3795,0.0,True
aws.com,13.227.74.35,1.44,2.21,1.572,1.51,13.227.74.77,1.235,0.2749999999999999,False
awsapps.com,3.168.86.22,0.855,1.54,0.9824,0.9075,3.168.86.22,0.877,0.03049999999999997,True
axios.com,65.8.161.108,0.393,1.1,0.4962000000000001,0.4295,65.8.161.108,0.4295,0.0,True
axisbank.com,23.2.37.55,110.0,110.0,110.0,110.0,23.37.18.32,2.935,107.065,False
axonix.com,13.227.74.48,1.45,2.07,1.548,1.49,13.227.74.52,1.21,0.28,False
baby-calendar.jp,3.168.86.93,0.857,1.62,0.9782,0.9025,3.168.86.105,0.8325,0.06999999999999995,False
bajajfinserv.in,23.37.18.157,2.12,2.46,2.198,2.165,23.37.18.157,2.165,0.0,True
bambuser.com,18.173.121.53,0.341,1.86,0.5625000000000001,0.377,18.173.121.95,0.364,0.013000000000000012,False
banco.bradesco,23.46.216.205,2.91,3.74,3.045,2.95,23.216.149.155,0.782,2.168,False
bancointer.com.br,18.238.192.83,0.805,1.16,0.8560000000000001,0.8205,18.238.192.35,0.385,0.4355,False
bancosantander.es,23.55.196.117,1.22,1.74,1.3249999999999995,1.265,23.55.196.117,1.245,0.019999999999999796,True
bandlab.com,65.8.161.12,0.826,1.62,0.9357,0.8574999999999999,65.8.161.16,0.413,0.44449999999999995,False
bankbazaar.com,23.47.181.88,1.13,1.22,1.1689999999999998,1.16,23.47.181.88,1.16,0.0,True
barchart.com,18.173.121.76,0.344,0.706,0.4070999999999999,0.3725,18.173.121.76,0.3725,0.0,True
barrons.com,18.155.202.78,0.371,0.52,0.4059,0.3935,18.155.202.78,0.3935,0.0,True
bartleby.com,108.138.246.64,0.913,1.82,1.1019,0.9595,108.138.246.20,0.9345,0.025000000000000022,False
baycrews.jp,23.56.120.97,2.11,2.21,2.162,2.16,23.56.120.97,2.155,0.0050000000000003375,True
bbva.com,23.38.228.229,1.76,2.52,1.865,1.775,23.38.228.229,1.775,0.0,True
bedbathandbeyond.com,23.38.224.155,2.88,2.98,2.93,2.925,23.38.224.155,2.925,0.0,True
bellemaison.jp,23.67.33.23,2.9,3.16,2.991,2.975,23.216.149.142,0.828,2.1470000000000002,False
beritasatu.com,18.173.121.38,0.775,0.886,0.8291000000000001,0.8294999999999999,18.173.121.36,0.402,0.4274999999999999,False
bestbuy.com,23.44.52.214,112.0,112.0,112.0,112.0,23.221.76.226,2.96,109.04,False
bestwestern.com,23.38.232.180,2.93,3.32,3.003,2.96,23.38.232.180,2.95,0.009999999999999787,True
bet30.click,13.35.121.65,0.891,1.42,0.9901,0.937,13.35.121.68,0.872,0.06500000000000006,False
bet91.club,3.169.183.97,0.81,1.2,0.8705999999999999,0.834,3.169.183.97,0.834,0.0,True
betclic.ci,18.238.192.17,0.369,0.785,0.44,0.398,18.238.192.17,0.398,0.0,True
bethesda.net,108.138.246.41,0.872,3.05,1.1374,0.9495,108.138.246.33,0.882,0.0675,False
biblegateway.com,65.8.161.46,0.838,2.34,1.0903000000000005,0.9055,65.8.161.19,0.8885000000000001,0.016999999999999904,False
biglots.com,23.37.16.178,2.11,2.79,2.208,2.13,104.108.64.177,0.803,1.327,False
bikewale.com,3.169.183.102,0.374,1.1,0.4799000000000001,0.394,18.238.192.74,0.3765,0.017500000000000016,False
bitmoji.com,18.155.192.68,0.344,0.75,0.4134,0.3755,18.155.192.68,0.3755,0.0,True
blendlabs.com,65.8.161.97,0.379,0.946,0.4991,0.454,65.8.161.97,0.4,0.05399999999999999,True
