website,cdn_first,cdn_min_median,response_time_first,response_time_min_median,throughput_first,throughput_min_median,latency_diff
esportesdasorte.com,18.244.214.117,18.244.214.63,0.035321712493896484,0.026706457138061523,28.311198110023625,37.44412801856894,0.008615255355834961
estadao.com.br,23.46.216.207,23.216.149.139,0.2808837890625,0.05282306671142578,3.5601912212081706,18.931123508277818,0.22806072235107422
evergage.com,13.35.121.69,13.35.121.19,0.16074252128601074,0.04671645164489746,6.221129244456047,21.405735341400305,0.11402606964111328
excellenth5game.com,13.227.74.122,13.227.74.81,0.03137993812561035,0.03648781776428223,31.86749432064247,27.40640743330219,-0.005107879638671875
express.co.uk,18.239.199.68,18.239.199.64,0.02857685089111328,0.029480457305908203,34.99335891873853,33.92077638495754,-0.0009036064147949219
expressvpn.com,108.139.10.101,108.139.10.17,0.024658203125,0.023961782455444336,40.554455445544555,41.733122394356386,0.0006964206695556641
fanatics.com,23.221.76.134,104.99.48.135,0.04067063331604004,0.04929399490356445,24.58776563003781,20.28644669510626,-0.008623361587524414
fanduel.com,3.169.183.114,18.155.202.31,0.20486879348754883,0.2792093753814697,4.881172886200339,3.5815416249320076,-0.0743405818939209
fantacalcio.it,13.35.121.99,13.35.121.123,0.031946659088134766,0.027823925018310547,31.302177709449676,35.94029236859694,0.004122734069824219
farfetch.com,104.94.123.82,104.92.225.121,0.2950749397277832,0.4421811103820801,3.388969598443482,2.261516777901072,-0.14710617065429688
fcc.gov,23.218.31.253,23.223.223.196,,,,,
fda.gov,104.100.65.244,23.59.202.45,0.047696590423583984,0.07820415496826172,20.965859218011136,12.787044376425253,-0.030507564544677734
figma.com,13.227.74.127,13.227.74.52,0.09186506271362305,0.053050994873046875,10.885531130777816,18.849787876608904,0.03881406784057617
fin.ag,185.199.109.153,185.199.108.153,0.023348093032836914,0.02507781982421875,42.83005034259514,39.87587465774262,-0.001729726791381836
fnn.jp,18.155.202.23,18.155.202.9,0.2766094207763672,0.027991771697998047,3.615205863897451,35.72478408258522,0.24861764907836914
force.com,104.109.11.129,23.1.106.133,0.03660893440246582,0.03605508804321289,27.315736344749883,27.735336516207532,0.0005538463592529297
fortune.com,65.8.161.126,65.8.161.119,0.033658504486083984,0.0281524658203125,29.71017326136541,35.52086720867209,0.005506038665771484
freshchat.com,3.169.183.39,18.155.192.65,0.031093597412109375,0.03198409080505371,32.16096184517237,31.265544051106588,-0.0008904933929443359
freshdesk.com,13.227.74.75,13.227.74.103,0.05198502540588379,0.03395557403564453,19.2363087676171,29.450245752001123,0.018029451370239258
freshworks.com,65.8.161.10,65.8.161.31,0.02952432632446289,0.034002065658569336,33.87037485666295,29.409977912561793,-0.004477739334106445
frontapp.com,18.244.214.10,18.244.214.68,0.030515193939208984,0.04190993309020996,32.77056020001562,23.86069187577866,-0.011394739151000977
ftc.gov,23.51.128.62,23.196.125.227,0.45554208755493164,0.029124975204467773,2.195186849512373,34.33479317938097,0.42641711235046387
fws.gov,23.62.46.175,23.216.149.145,0.03531622886657715,0.029666662216186523,28.315594051050788,33.70787022526541,0.005649566650390625
gaana.com,104.100.61.11,23.59.196.70,0.03356122970581055,0.09246349334716797,29.79628603498004,10.815079160435253,-0.05890226364135742
gallup.com,108.138.246.81,108.138.246.92,0.07572412490844727,0.09601163864135742,13.205831050659613,10.415403946342456,-0.020287513732910156
gamestop.com,65.8.161.28,65.8.161.88,0.03838992118835449,0.03964996337890625,26.048503592743714,25.220704252453338,-0.0012600421905517578
gelderlander.nl,104.123.70.33,23.216.149.146,0.03214454650878906,0.020192623138427734,31.10947605767519,49.523035870309585,0.011951923370361328
ghostery.net,18.155.192.108,18.155.192.22,,,,,
github.io,185.199.108.153,185.199.109.153,0.02745795249938965,0.021609067916870117,36.419321507028926,46.276868759309316,0.005848884582519531
gobankingrates.com,18.238.192.60,18.238.192.46,0.024410486221313477,0.02748870849609375,40.966000879035015,36.378573411046354,-0.0030782222747802734
gofundme.com,18.239.199.90,18.239.199.67,0.26919007301330566,0.14088058471679688,3.7148472408585866,7.098210175733124,0.1283094882965088
gopro.com,108.138.246.78,108.139.10.72,0.148881196975708,0.16499805450439453,6.716764912651553,6.060677521342327,-0.016116857528686523
gotostage.com,13.35.121.15,13.35.121.69,0.04810762405395508,0.05002236366271973,20.786726005808365,19.99105853419062,-0.0019147396087646484
grail.bz,99.84.238.216,99.84.238.209,0.4587836265563965,0.1571331024169922,2.179676741094582,6.364031414248085,0.3016505241394043
granbluefantasy.jp,3.166.216.11,18.65.229.59,0.522442102432251,0.4641408920288086,1.9140876957359645,2.154518201636781,0.05830121040344238
groupon.com,23.51.161.248,96.6.225.190,0.45868754386901855,0.03172874450683594,2.180133324670262,31.51716260895702,0.4269587993621826
gucci.com,69.192.139.99,69.192.139.91,0.03342723846435547,0.0289003849029541,29.915722803914296,34.60161528498478,0.004526853561401367
guinnessworldrecords.com,18.238.192.95,18.238.192.89,0.030137062072753906,0.025017738342285156,33.181734755229265,39.971638775588,0.00511932373046875
gumgum.com,65.8.161.36,65.8.161.54,0.024938344955444336,0.019730567932128906,40.098891958814136,50.68277828797912,0.00520777702331543
halodoc.com,13.227.74.26,13.227.74.119,0.03155827522277832,0.02768683433532715,31.687409813772522,36.1182498471501,0.003871440887451172
hbr.org,18.244.214.47,18.244.214.5,0.3782050609588623,0.3801157474517822,2.6440682667352537,2.6307776163018612,-0.0019106864929199219
headspace.com,13.227.74.31,13.227.74.41,0.043137550354003906,0.03779864311218262,23.18165940795437,26.455976132055834,0.005338907241821289
healthgrades.com,13.35.121.69,13.35.121.31,0.09034180641174316,0.049092769622802734,11.069072445179867,20.369598368219126,0.04124903678894043
hitta.se,18.155.202.107,18.155.202.97,0.07112956047058105,0.08260655403137207,14.058852513415946,12.105576993566672,-0.011476993560791016
hln.be,23.46.216.208,23.216.149.138,0.03356313705444336,0.09045815467834473,29.794592751502407,11.054835283295862,-0.05689501762390137
hotmart.com,3.169.183.105,18.238.192.20,0.02698206901550293,0.03681540489196777,37.06165006936406,27.16254249910954,-0.009833335876464844
hulu.com,23.67.33.37,23.67.33.27,0.029153823852539062,0.026874303817749023,34.30081779522408,37.210266237280315,0.002279520034790039
hyatt.com,69.192.139.103,23.62.46.150,0.04073810577392578,,24.54704216120046,,
