website,cdn_first,cdn_min_median,response_time_first,response_time_min_median,throughput_first,throughput_min_median,latency_diff
20min.ch,3.171.139.122,3.171.139.121,0.10623359680175781,0.10288572311401367,9.413217947106666,9.71952152089986,0.0033478736877441406
20minutes.fr,18.164.124.113,18.164.124.10,0.0843803882598877,0.08363699913024902,11.851095030755799,11.956430890623976,0.0007433891296386719
20minutos.es,108.138.128.69,18.173.219.116,0.015536308288574219,0.013707876205444336,64.36535510404518,72.95076093573354,0.0018284320831298828
2dehands.be,13.33.252.36,13.33.252.74,0.27762579917907715,0.2904658317565918,3.6019707208657845,3.442745723145821,-0.012840032577514648
365scores.com,108.138.128.90,108.138.128.23,0.02230668067932129,0.018355131149291992,44.829619178931395,54.48067855611986,0.003951549530029297
3ds.com,3.168.102.59,3.168.102.80,0.14408540725708008,0.07619237899780273,6.94032809454312,13.124672219892732,0.06789302825927734
4wps.net,108.139.47.82,108.139.47.27,,,,,
500px.com,13.226.34.6,13.226.34.29,0.014780998229980469,0.021898508071899414,67.65442931802052,45.66521137954687,-0.007117509841918945
99acres.com,104.117.182.179,104.117.182.194,0.027110815048217773,0.02660512924194336,36.885648705929945,37.58673716282821,0.0005056858062744141
a-mo.net,18.173.132.23,18.173.132.119,0.019034147262573242,0.02270340919494629,52.5371578881443,44.04624835914938,-0.003669261932373047
a47b.com,108.138.113.26,108.138.113.212,,,,,
aajtak.in,23.33.40.27,23.57.90.73,0.08191394805908203,0.0383908748626709,12.207933126098752,26.047856517391924,0.04352307319641113
abc.com,18.164.96.78,18.164.96.126,0.040496826171875,0.035828351974487305,24.693293142426526,27.910856762601895,0.004668474197387695
aboutads.info,18.173.132.70,18.173.132.125,0.020221710205078125,0.019686460494995117,49.451801546877945,50.79633285293868,0.0005352497100830078
abplive.com,23.210.92.137,23.223.209.52,0.033034324645996094,0.037123680114746094,30.27154363578625,26.93698461222288,-0.00408935546875
academia.edu,18.164.116.28,18.164.116.78,0.037896156311035156,0.025563955307006836,26.387900445428695,39.11757738544902,0.01233220100402832
acast.com,13.249.91.118,13.249.91.59,0.039014577865600586,0.04123830795288086,25.631444826722237,24.249297549807476,-0.0022237300872802734
activision.com,69.192.108.183,23.51.57.218,0.03614187240600586,0.02662801742553711,27.668738043406556,37.55442938237559,0.00951385498046875
ada.support,13.225.63.76,13.225.63.100,0.02279520034790039,0.017667293548583984,43.86888400794896,56.60176513454428,0.005127906799316406
adda247.com,18.164.96.51,18.164.96.79,0.016697168350219727,0.017264127731323242,59.890394528293804,57.923575147422355,-0.0005669593811035156
adentifi.com,13.249.91.12,13.249.91.4,0.019183635711669922,0.025328636169433594,52.12776217344834,39.48100455589442,-0.006145000457763672
adevarul.ro,18.173.219.77,18.173.219.33,1.415604591369629,0.02356696128845215,0.7064119501283037,42.43228423725556,1.3920376300811768
adingo.jp,3.168.122.88,3.168.122.27,0.01594686508178711,0.01677727699279785,62.70824985796729,59.60442808623115,-0.0008304119110107422
adlightning.com,3.171.76.72,13.35.93.23,0.04216146469116211,0.022815465927124023,23.718341080536987,43.8299179685459,0.019345998764038086
adobe.com,23.44.133.21,23.198.214.132,0.027004718780517578,0.036255598068237305,37.030565218159026,27.58194743106657,-0.009250879287719727
agenziaentrate.gov.it,23.192.118.27,95.100.86.215,0.3188440799713135,0.31334900856018066,3.136329205453557,3.1913297080304743,0.0054950714111328125
aka.ms,23.56.210.3,23.217.173.215,0.1258373260498047,0.13719415664672852,7.946767715043577,7.288940173851389,-0.011356830596923828
akamai.com,23.219.82.48,23.44.201.9,0.024128437042236328,0.021900653839111328,41.444872630975674,45.66073722484705,0.002227783203125
amarujala.com,13.226.94.89,13.226.94.129,0.017977237701416016,0.019165754318237305,55.62589851728071,52.176396681055394,-0.001188516616821289
amazonses.com,13.226.94.74,13.226.94.83,0.016530752182006836,0.013997793197631836,60.49331506454172,71.43983239938001,0.002532958984375
amazonvideo.com,108.138.106.119,108.138.106.42,0.015838146209716797,0.016398191452026367,63.138702393496914,60.98233472426177,-0.0005600452423095703
ambitionbox.com,104.117.182.179,104.117.182.194,0.023317337036132812,0.01897144317626953,42.88654396728016,52.710802794953,0.004345893859863281
amd.com,23.41.168.89,23.56.162.124,0.02021503448486328,0.06592988967895508,49.468132282870215,15.167627382200846,-0.0457148551940918
americanprogress.org,13.225.63.49,13.225.63.127,0.020707368850708008,0.024686336517333984,48.291987611251194,40.50823820285488,-0.0039789676666259766
amtrak.com,23.203.185.83,23.201.181.15,0.0296022891998291,0.032257080078125,33.781171221236946,31.000946073793756,-0.0026547908782958984
aniview.com,99.84.188.114,99.84.191.60,0.038097381591796875,0.04176974296569824,26.248523080004006,23.940774565484176,-0.003672361373901367
anydesk.com,3.171.139.128,3.171.139.77,0.020990371704101562,0.01971912384033203,47.64089050431622,50.7121922909513,0.0012712478637695312
appfolio.com,13.35.93.19,13.35.93.46,0.018313884735107422,0.01537775993347168,54.603379592261824,65.02897719344486,0.002936124801635742
apple.news,23.205.21.19,23.204.14.5,0.01800394058227539,0.01709890365600586,55.54339592658315,58.48328174237988,0.0009050369262695312
