website,cdn,min,max,mean,median
123rf.com,18.172.112.16,0.725,2.22,0.9261000000000001,0.759
123rf.com,18.172.112.48,0.713,1.16,0.8183,0.749
123rf.com,13.35.238.20,154.0,156.0,154.2,154.0
123rf.com,18.239.36.20,6.6,6.73,6.643000000000001,6.64
123rf.com,18.245.96.110,104.0,104.0,104.0,104.0
123rf.com,18.160.10.79,84.9,85.5,84.96000000000001,84.9
123rf.com,13.226.94.90,85.3,86.6,85.59,85.4
123rf.com,108.158.32.55,289.0,290.0,289.1,289.0
123rf.com,18.172.112.10,0.739,2.49,1.1452,0.85
123rf.com,13.226.94.83,85.2,86.4,85.39999999999999,85.3
123rf.com,13.226.94.6,79.4,79.5,79.43,79.4
123rf.com,13.227.74.17,144.0,144.0,144.0,144.0
123rf.com,13.227.74.11,146.0,146.0,146.0,146.0
123rf.com,18.172.78.96,254.0,255.0,254.1,254.0
simplisafe.com,18.66.147.129,0.769,1.25,0.9038999999999999,0.8485
simplisafe.com,13.35.93.91,81.4,82.8,81.6,81.5
simplisafe.com,3.168.86.87,145.0,147.0,145.3,145.0
simplisafe.com,18.66.147.129,0.715,1.86,0.8857000000000002,0.785
simplisafe.com,3.164.92.127,104.0,105.0,104.1,104.0
simplisafe.com,18.239.69.116,12.5,13.2,12.61,12.55
simplisafe.com,3.167.56.83,86.4,86.8,86.45,86.4
simplisafe.com,3.168.86.6,142.0,143.0,142.3,142.0
simplisafe.com,3.168.86.126,146.0,147.0,146.1,146.0
simplisafe.com,13.35.93.35,81.9,83.4,82.06,81.9
simplisafe.com,3.164.206.83,27.4,27.7,27.479999999999997,27.4
growthbook.io,143.204.215.59,1.04,2.51,1.254,1.0750000000000002
growthbook.io,13.227.74.65,146.0,147.0,146.1,146.0
growthbook.io,13.33.30.31,152.0,153.0,152.4,152.0
growthbook.io,108.139.47.38,80.0,81.1,80.17,80.1
growthbook.io,13.227.74.9,145.0,145.0,145.0,145.0
growthbook.io,13.227.219.109,18.2,18.4,18.310000000000002,18.3
growthbook.io,3.162.125.36,97.2,98.2,97.35,97.25
growthbook.io,18.245.96.63,104.0,105.0,104.1,104.0
growthbook.io,18.239.111.59,176.0,177.0,176.1,176.0
growthbook.io,143.204.215.89,1.07,2.06,1.246,1.105
growthbook.io,108.139.47.113,81.9,83.2,82.07000000000001,81.9
growthbook.io,108.158.20.74,290.0,291.0,290.1,290.0
growthbook.io,143.204.215.59,1.04,2.2,1.177,1.065
tn.com.ar,2.16.168.4,0.99,2.3,1.159,1.0350000000000001
tn.com.ar,69.192.1.210,137.0,139.0,137.2,137.0
tn.com.ar,23.1.105.20,102.0,103.0,102.1,102.0
tn.com.ar,23.209.46.75,160.0,160.0,160.0,160.0
tn.com.ar,23.223.209.55,82.4,83.0,82.48,82.4
