website,cdn,min,max,mean,media
bluebillywig.com,18.67.17.120,71.2,71.7,71.35,71.3
bluebillywig.com,13.225.63.34,68.5,69.7,68.66999999999999,68.6
bluebillywig.com,108.158.20.45,137.0,139.0,137.4,137.0
bluebillywig.com,99.86.229.96,65.9,66.6,65.97999999999999,65.9
bluebillywig.com,13.225.63.19,68.1,69.1,68.26,68.15
bluebillywig.com,108.156.60.22,140.0,141.0,140.1,140.0
bluebillywig.com,108.158.61.35,246.0,247.0,246.1,246.0
bluebillywig.com,13.35.238.83,186.0,189.0,186.6,186.0
very.co.uk,23.37.17.71,3.03,4.22,3.2300000000000004,3.105
very.co.uk,184.30.157.85,140.0,145.0,140.6,140.0
very.co.uk,23.223.224.200,218.0,218.0,218.0,218.0
very.co.uk,23.206.49.105,18.5,19.1,18.65,18.6
very.co.uk,59.151.137.96,108.0,109.0,108.1,108.0
very.co.uk,104.75.88.81,149.0,149.0,149.0,149.0
very.co.uk,23.56.163.104,65.6,66.6,65.78999999999999,65.7
very.co.uk,23.37.17.71,3.05,3.34,3.118,3.1
very.co.uk,184.84.136.85,75.5,76.5,75.67999999999999,75.6
very.co.uk,23.207.180.169,184.0,185.0,184.3,184.0
very.co.uk,23.54.56.90,182.0,184.0,182.3,182.0
very.co.uk,2.22.68.245,134.0,135.0,134.1,134.0
sporza.be,3.169.183.115,0.314,0.701,0.3888,0.3345
sporza.be,18.164.116.125,69.1,70.4,69.24000000000001,69.1
sporza.be,18.244.214.106,0.285,0.507,0.3526,0.3395
sporza.be,18.164.116.10,68.3,68.5,68.4,68.4
sporza.be,52.85.49.79,165.0,173.0,166.1,165.0
sporza.be,18.239.36.4,138.0,140.0,138.5,138.0
sporza.be,18.173.205.40,143.0,144.0,143.6,144.0
sporza.be,18.173.205.23,144.0,144.0,144.0,144.0
sporza.be,18.244.214.74,0.282,0.366,0.3346,0.3405
sporza.be,18.67.17.89,70.4,70.6,70.44,70.4
sporza.be,18.244.214.2,0.316,0.412,0.35350000000000004,0.35
sporza.be,13.32.151.101,68.3,71.8,68.71999999999998,68.4
sporza.be,18.164.116.101,70.0,72.9,70.36999999999999,70.1
sporza.be,52.85.49.64,167.0,168.0,167.1,167.0
healthcare.gov,23.59.197.104,2.26,8.22,2.9339999999999997,2.29
healthcare.gov,23.38.26.45,140.0,140.0,140.0,140.0
healthcare.gov,23.212.209.158,148.0,148.0,148.0,148.0
healthcare.gov,104.68.28.6,182.0,185.0,182.4,182.0
healthcare.gov,104.103.158.219,134.0,135.0,134.1,134.0
healthcare.gov,23.52.154.13,67.0,67.9,67.17,67.05
healthcare.gov,23.201.254.19,146.0,146.0,146.0,146.0
healthcare.gov,23.10.156.119,70.6,70.7,70.68,70.7
healthcare.gov,23.202.140.189,182.0,183.0,182.2,182.0
healthcare.gov,118.214.34.7,212.0,213.0,212.9,213.0
healthcare.gov,23.59.197.104,2.25,2.46,2.307,2.285
24.hu,108.138.246.126,0.79,1.29,0.8857999999999999,0.834
24.hu,18.165.122.12,165.0,166.0,165.9,166.0
24.hu,13.33.252.94,68.6,69.7,68.74000000000001,68.6
24.hu,108.138.246.126,0.783,1.73,0.9092999999999998,0.799
24.hu,13.33.187.25,146.0,146.0,146.0,146.0
24.hu,18.165.122.79,164.0,165.0,164.3,164.0
24.hu,108.138.246.28,0.779,1.8,0.9227000000000001,0.8140000000000001
24.hu,18.160.46.29,66.9,67.1,66.93,66.9
24.hu,18.67.39.115,62.3,62.9,62.36999999999999,62.3
24.hu,13.33.187.16,144.0,145.0,144.1,144.0
24.hu,13.33.252.121,69.1,69.5,69.15,69.1
24.hu,18.239.83.118,138.0,139.0,138.1,138.0
hitta.se,18.155.202.107,0.311,13.0,1.6202999999999999,0.3505
hitta.se,18.239.18.110,141.0,141.0,141.0,141.0
hitta.se,18.66.147.44,150.0,150.0,150.0,150.0
hitta.se,52.222.214.103,149.0,150.0,149.1,149.0
hitta.se,18.238.49.106,65.5,66.1,65.64,65.6
hitta.se,18.155.202.97,0.257,0.329,0.2895,0.29
hitta.se,18.155.202.84,0.272,0.848,0.3696,0.32
hitta.se,18.67.65.21,68.0,68.1,68.05,68.05
hitta.se,18.165.140.24,165.0,165.0,165.0,165.0
hitta.se,18.67.17.27,63.2,63.7,63.26000000000001,63.2
housing.com,18.155.192.63,0.294,0.372,0.33490000000000003,0.3345
housing.com,108.139.47.11,68.3,69.5,68.44999999999999,68.3
housing.com,13.33.165.121,70.4,71.2,70.49,70.4
housing.com,108.139.47.109,68.6,69.2,68.70000000000002,68.65
housing.com,108.157.254.51,177.0,179.0,178.0,178.0
housing.com,13.227.219.19,138.0,139.0,138.1,138.0
housing.com,108.158.46.59,232.0,237.0,232.8,232.0
housing.com,18.155.192.12,0.283,1.27,0.4069,0.3065
housing.com,18.155.192.99,0.289,0.821,0.37070000000000003,0.314
housing.com,108.158.32.30,136.0,138.0,136.4,136.0
housing.com,13.32.99.93,146.0,147.0,146.1,146.0
housing.com,13.32.99.68,146.0,146.0,146.0,146.0
housing.com,108.138.85.49,67.0,68.0,67.1,67.0
bmo.com,23.36.97.178,107.0,108.0,107.1,107.0
bmo.com,104.98.241.53,215.0,216.0,215.7,216.0
bmo.com,104.103.202.222,134.0,134.0,134.0,134.0
bmo.com,125.252.217.168,189.0,190.0,189.2,189.0
bmo.com,104.69.151.195,182.0,182.0,182.0,182.0
bmo.com,23.212.212.16,148.0,149.0,148.1,148.0
bmo.com,23.52.144.43,67.0,67.5,67.11,67.1
bmo.com,88.221.69.100,140.0,141.0,140.1,140.0
bmo.com,23.36.97.178,107.0,107.0,107.0,107.0
bmo.com,104.102.97.149,74.1,75.4,74.34,74.1
bmo.com,92.122.13.108,18.0,22.4,18.45,18.0
vudu.com,23.62.46.11,0.748,1.57,0.8958,0.8
vudu.com,23.44.201.29,65.7,66.3,65.76000000000002,65.7
vudu.com,2.16.153.213,133.0,134.0,133.1,133.0
vudu.com,96.17.182.157,250.0,252.0,250.7,251.0
vudu.com,23.12.147.15,73.9,75.0,74.04,73.9
vudu.com,69.192.139.92,2.25,3.66,2.5789999999999997,2.295
vudu.com,23.44.201.9,65.7,66.1,65.74000000000001,65.7
vudu.com,69.192.139.110,2.21,4.23,2.5059999999999993,2.3049999999999997
vudu.com,104.102.244.97,182.0,183.0,182.1,182.0
vudu.com,23.44.201.24,65.6,66.6,65.78000000000002,65.7
vudu.com,23.55.167.34,18.1,19.0,18.2,18.1
vudu.com,184.86.251.7,150.0,158.0,151.0,150.0
vudu.com,95.101.74.16,140.0,142.0,140.2,140.0
vudu.com,23.219.172.160,152.0,153.0,152.1,152.0
turkishairlines.com,23.211.139.197,0.751,1.36,0.8855999999999999,0.8314999999999999
turkishairlines.com,2.19.248.72,136.0,136.0,136.0,136.0
turkishairlines.com,2.21.20.10,147.0,147.0,147.0,147.0
turkishairlines.com,23.206.243.24,201.0,202.0,201.1,201.0
turkishairlines.com,23.49.248.37,66.8,69.9,67.22999999999999,66.9
turkishairlines.com,23.48.105.13,59.8,60.6,59.889999999999986,59.8
turkishairlines.com,23.32.29.11,185.0,186.0,185.1,185.0
turkishairlines.com,23.11.215.152,239.0,240.0,239.1,239.0
turkishairlines.com,23.49.248.28,66.8,67.3,66.92999999999999,66.9
turkishairlines.com,23.205.255.238,71.1,71.2,71.13000000000001,71.1
turkishairlines.com,95.101.74.112,140.0,141.0,140.5,140.5
turkishairlines.com,23.216.149.150,0.798,1.43,0.8885,0.8205
adevarul.ro,18.155.192.81,0.283,0.825,0.3943,0.3405
adevarul.ro,18.173.219.33,66.3,66.4,66.30999999999999,66.3
adevarul.ro,18.173.219.39,68.4,68.8,68.49,68.4
adevarul.ro,52.85.49.116,166.0,167.0,166.2,166.0
adevarul.ro,18.239.94.91,139.0,140.0,139.2,139.0
adevarul.ro,18.66.112.118,147.0,147.0,147.0,147.0
adevarul.ro,18.155.192.81,0.296,0.419,0.3504,0.3405
adevarul.ro,18.155.192.105,0.294,0.484,0.357,0.3435
adevarul.ro,108.156.22.83,165.0,166.0,165.1,165.0
adevarul.ro,18.66.112.74,146.0,146.0,146.0,146.0
adevarul.ro,18.67.65.129,67.0,67.3,67.08,67.0
adevarul.ro,18.67.39.101,67.0,67.1,67.01,67.0
shiksha.com,23.67.33.134,3.06,3.66,3.185,3.08
shiksha.com,96.16.55.22,3.05,3.86,3.183,3.08
shiksha.com,104.97.14.73,142.0,144.0,142.6,142.0
shiksha.com,23.56.4.203,1.45,2.26,1.564,1.4849999999999999
shiksha.com,23.45.207.176,179.0,181.0,179.2,179.0
shiksha.com,23.52.171.145,183.0,183.0,183.0,183.0
shiksha.com,23.40.52.181,179.0,179.0,179.0,179.0
shiksha.com,23.215.176.58,18.0,18.1,18.029999999999998,18.0
shiksha.com,104.117.182.194,68.1,69.3,68.31000000000002,68.2
shiksha.com,104.117.182.179,69.5,70.1,69.59,69.5
shiksha.com,2.18.66.243,135.0,136.0,135.1,135.0
shiksha.com,2.16.168.11,148.0,149.0,148.1,148.0
shiksha.com,104.117.182.42,69.6,70.5,69.69,69.6
shiksha.com,23.219.155.11,71.1,72.1,71.22,71.1
wakelet.com,13.35.121.95,0.825,1.79,0.9434000000000001,0.8425
wakelet.com,18.155.68.128,190.0,190.0,190.0,190.0
wakelet.com,108.158.20.86,137.0,138.0,137.1,137.0
wakelet.com,18.238.49.58,65.5,65.7,65.59,65.6
wakelet.com,18.66.122.111,149.0,149.0,149.0,149.0
wakelet.com,108.156.60.70,142.0,143.0,142.1,142.0
wakelet.com,108.158.61.107,242.0,242.0,242.0,242.0
wakelet.com,108.139.10.41,0.801,7.62,1.5181,0.8414999999999999
wakelet.com,13.33.165.105,67.0,68.1,67.15,67.0
wakelet.com,108.138.85.46,60.4,60.5,60.42999999999999,60.4
wakelet.com,18.66.122.119,149.0,151.0,149.9,150.0
wakelet.com,18.238.49.9,66.3,66.8,66.37999999999998,66.3
aws.com,13.227.74.65,1.15,2.25,1.29,1.18
aws.com,52.222.214.98,146.0,147.0,146.1,146.0
aws.com,3.164.92.66,68.2,69.1,68.30999999999999,68.2
aws.com,18.239.36.124,140.0,141.0,140.9,141.0
aws.com,108.158.61.16,236.0,237.0,236.1,236.0
aws.com,18.164.96.79,69.1,69.3,69.13,69.1
aws.com,52.222.214.34,146.0,150.0,148.1,148.5
aws.com,13.227.74.115,1.12,2.21,1.2700000000000002,1.14
aws.com,18.65.244.24,136.0,137.0,136.1,136.0
aws.com,13.35.210.18,172.0,172.0,172.0,172.0
aws.com,13.227.74.77,1.46,1.52,1.4899999999999998,1.4849999999999999
aws.com,18.164.96.60,69.1,70.2,69.21000000000001,69.1
aws.com,18.67.65.89,67.6,67.8,67.71000000000001,67.7
tycsports.com,18.239.199.34,0.279,0.39,0.3276,0.327
tycsports.com,18.239.199.34,0.267,0.413,0.3126,0.3055
tycsports.com,3.164.206.92,168.0,169.0,168.1,168.0
tycsports.com,18.238.243.126,146.0,147.0,146.1,146.0
tycsports.com,18.239.199.64,0.272,0.365,0.3155,0.311
tycsports.com,18.238.49.48,68.8,69.3,68.86999999999999,68.8
tycsports.com,18.165.98.87,66.4,66.9,66.53,66.5
tycsports.com,18.66.147.115,146.0,146.0,146.0,146.0
tycsports.com,52.85.49.102,165.0,166.0,165.1,165.0
tycsports.com,18.238.49.117,68.5,69.1,68.57000000000001,68.5
tycsports.com,13.33.165.38,70.3,71.4,70.44999999999999,70.35
tycsports.com,18.66.147.22,148.0,149.0,148.1,148.0
tycsports.com,18.239.199.30,0.294,0.543,0.3446,0.3125
louisvuitton.com,104.99.49.56,0.755,1.81,0.9260000000000002,0.8255
louisvuitton.com,23.207.180.220,190.0,191.0,190.1,190.0
louisvuitton.com,96.17.65.21,66.4,67.0,66.48,66.4
louisvuitton.com,23.221.77.54,2.24,2.9,2.3560000000000003,2.31
louisvuitton.com,104.115.33.59,137.0,138.0,137.1,137.0
louisvuitton.com,69.192.160.233,148.0,149.0,148.1,148.0
louisvuitton.com,23.220.113.17,141.0,142.0,141.1,141.0
louisvuitton.com,23.202.169.17,188.0,190.0,188.3,188.0
louisvuitton.com,104.71.214.155,18.1,19.4,18.339999999999996,18.2
louisvuitton.com,23.205.157.50,71.0,71.6,71.07000000000001,71.0
leadsquared.com,18.238.192.128,0.277,0.747,0.37760000000000005,0.323
leadsquared.com,3.168.73.119,68.6,69.1,68.65,68.6
leadsquared.com,108.156.133.58,206.0,207.0,206.1,206.0
leadsquared.com,3.164.92.113,65.9,66.2,66.01000000000002,66.0
leadsquared.com,18.155.202.117,0.316,2.07,0.5253000000000001,0.338
leadsquared.com,13.227.219.123,138.0,139.0,138.1,138.0
leadsquared.com,3.162.103.115,67.7,69.2,67.94,67.8
leadsquared.com,18.66.112.65,147.0,149.0,147.7,148.0
leadsquared.com,3.168.73.72,68.9,69.4,68.99,68.9
leadsquared.com,18.155.202.56,0.304,0.939,0.3833,0.321
leadsquared.com,18.65.244.127,146.0,147.0,146.1,146.0
leadsquared.com,18.66.57.41,244.0,245.0,244.1,244.0
fpjs.io,18.238.192.90,0.276,0.335,0.30870000000000003,0.31
fpjs.io,18.66.112.79,150.0,150.0,150.0,150.0
fpjs.io,3.164.68.4,168.0,170.0,168.2,168.0
fpjs.io,18.238.192.18,0.245,0.704,0.3373,0.299
fpjs.io,18.238.192.121,0.292,2.88,0.6028,0.3285
fpjs.io,18.245.96.19,67.0,69.9,67.31,67.0
fpjs.io,13.226.2.14,191.0,193.0,191.6,191.5
fpjs.io,108.156.60.128,140.0,141.0,140.4,140.0
fpjs.io,3.168.122.124,67.2,68.4,67.38999999999999,67.3
fpjs.io,3.168.122.110,68.5,69.4,68.66,68.55
fpjs.io,18.154.227.50,67.4,68.8,67.55,67.4
fpjs.io,18.238.192.128,0.286,0.39,0.3278,0.327
drogaraia.com.br,18.238.192.102,0.288,0.538,0.35919999999999996,0.332
drogaraia.com.br,3.168.122.122,66.3,67.5,66.47,66.4
drogaraia.com.br,108.158.20.12,146.0,148.0,146.9,147.0
drogaraia.com.br,18.67.39.14,62.2,63.2,62.42999999999999,62.3
drogaraia.com.br,18.155.202.33,0.245,0.952,0.38469999999999993,0.309
drogaraia.com.br,18.65.39.106,140.0,145.0,140.6,140.0
drogaraia.com.br,3.168.122.82,66.5,72.9,67.57000000000001,66.6
drogaraia.com.br,18.155.202.52,0.307,0.441,0.3496,0.336
drogaraia.com.br,52.85.132.126,68.2,69.6,68.42,68.3
drogaraia.com.br,13.35.210.110,177.0,178.0,177.1,177.0
drogaraia.com.br,13.227.138.12,235.0,235.0,235.0,235.0
drogaraia.com.br,18.244.18.35,149.0,150.0,149.1,149.0
dotloop.com,18.155.192.93,0.298,0.407,0.35359999999999997,0.3575
dotloop.com,13.32.27.12,149.0,150.0,149.1,149.0
dotloop.com,18.155.192.129,0.299,0.939,0.394,0.328
dotloop.com,52.85.49.129,182.0,183.0,182.2,182.0
dotloop.com,52.85.49.33,165.0,165.0,165.0,165.0
dotloop.com,108.139.29.51,68.6,69.7,68.72,68.6
dotloop.com,18.155.192.108,0.273,3.16,0.6565999999999999,0.33299999999999996
dotloop.com,13.32.27.65,144.0,145.0,144.1,144.0
dotloop.com,3.164.92.27,70.8,71.7,71.00999999999999,70.9
dotloop.com,18.239.83.47,142.0,144.0,142.2,142.0
dotloop.com,3.167.37.9,68.6,68.9,68.71000000000001,68.7
dotloop.com,18.155.192.105,0.292,1.07,0.4781999999999999,0.334
dotloop.com,108.139.29.23,68.3,69.5,68.50999999999999,68.4
dotloop.com,108.139.29.126,68.7,68.8,68.74000000000001,68.7
racingpost.com,18.155.192.122,0.29,1.06,0.40380000000000005,0.326
racingpost.com,3.167.69.127,68.7,69.5,68.80000000000001,68.7
racingpost.com,18.155.192.5,0.276,0.371,0.3143,0.3165
racingpost.com,108.158.20.36,146.0,147.0,146.3,146.0
racingpost.com,108.138.26.50,146.0,147.0,146.1,146.0
racingpost.com,108.158.61.64,240.0,240.0,240.0,240.0
racingpost.com,18.239.83.78,144.0,146.0,144.3,144.0
racingpost.com,18.238.80.37,65.6,66.1,65.69000000000001,65.65
racingpost.com,18.238.80.98,69.5,69.6,69.51,69.5
racingpost.com,13.35.210.31,179.0,180.0,179.1,179.0
racingpost.com,3.164.92.104,71.8,72.8,71.97999999999999,71.9
racingpost.com,18.155.192.86,0.274,1.68,0.4619,0.3365
racingpost.com,108.138.26.94,145.0,147.0,145.3,145.0
jorudan.co.jp,65.8.161.97,0.336,2.33,0.566,0.376
jorudan.co.jp,13.227.138.61,238.0,239.0,238.2,238.0
jorudan.co.jp,18.173.219.114,68.5,69.6,68.69,68.6
jorudan.co.jp,18.173.219.107,66.3,66.5,66.36999999999999,66.35
jorudan.co.jp,65.8.161.47,0.326,1.27,0.43210000000000004,0.3365
jorudan.co.jp,18.239.83.80,141.0,142.0,141.2,141.0
jorudan.co.jp,108.138.64.39,68.8,69.8,68.96,68.9
jorudan.co.jp,3.164.92.64,68.3,69.2,68.39999999999999,68.3
jorudan.co.jp,18.173.219.69,66.6,67.5,66.7,66.6
jorudan.co.jp,3.161.82.94,149.0,150.0,149.1,149.0
jorudan.co.jp,18.67.93.8,137.0,137.0,137.0,137.0
jorudan.co.jp,13.227.254.47,185.0,187.0,185.4,185.0
jorudan.co.jp,3.161.82.81,149.0,150.0,149.1,149.0
pushlycdn.com,108.138.246.29,0.787,1.8,0.9219999999999999,0.8135
pushlycdn.com,108.158.32.125,137.0,137.0,137.0,137.0
pushlycdn.com,13.33.88.50,177.0,178.0,177.1,177.0
pushlycdn.com,18.245.96.104,70.4,71.5,70.57000000000001,70.5
pushlycdn.com,3.162.103.73,66.1,67.2,66.22999999999999,66.1
pushlycdn.com,18.66.112.4,147.0,148.0,147.1,147.0
pushlycdn.com,3.168.86.111,0.806,1.4,0.9203999999999999,0.864
pushlycdn.com,108.159.61.94,245.0,246.0,245.2,245.0
pushlycdn.com,13.226.94.64,66.3,67.6,66.46999999999998,66.3
pushlycdn.com,18.239.36.31,142.0,143.0,142.1,142.0
pushlycdn.com,18.66.112.102,150.0,150.0,150.0,150.0
pushlycdn.com,3.168.86.114,0.819,2.38,1.0074,0.847
pushlycdn.com,13.226.94.5,68.5,69.5,68.66,68.6
sparkpost.com,13.35.121.120,0.824,1.16,0.9037999999999998,0.8745
sparkpost.com,13.225.63.119,68.1,68.2,68.12,68.1
sparkpost.com,13.33.187.102,144.0,144.0,144.0,144.0
sparkpost.com,13.225.63.39,69.5,70.0,69.57000000000001,69.5
sparkpost.com,13.227.74.62,1.41,1.47,1.447,1.4449999999999998
sparkpost.com,18.239.50.118,143.0,144.0,143.1,143.0
sparkpost.com,18.67.93.115,137.0,141.0,137.4,137.0
sparkpost.com,13.225.63.6,68.4,70.0,68.62,68.45
sparkpost.com,13.33.30.94,183.0,184.0,183.1,183.0
sparkpost.com,3.167.37.36,67.4,68.3,67.51,67.4
sparkpost.com,18.67.39.85,67.0,68.3,67.13,67.0
sparkpost.com,108.158.61.2,243.0,244.0,243.1,243.0
sparkpost.com,13.227.74.88,1.08,1.91,1.202,1.125
destentor.nl,23.46.216.201,2.26,3.77,2.4479999999999995,2.29
destentor.nl,23.34.59.34,66.7,67.4,66.78999999999999,66.7
destentor.nl,2.17.100.153,146.0,147.0,146.1,146.0
destentor.nl,104.110.191.65,144.0,144.0,144.0,144.0
destentor.nl,23.205.255.233,70.7,71.7,70.81000000000002,70.7
destentor.nl,23.206.243.58,197.0,197.0,197.0,197.0
destentor.nl,23.34.59.28,66.8,67.3,66.91999999999999,66.9
destentor.nl,23.44.4.162,182.0,182.0,182.0,182.0
destentor.nl,23.216.149.136,0.767,0.868,0.8158999999999998,0.804
destentor.nl,104.76.210.199,59.7,60.8,59.96999999999999,59.8
destentor.nl,2.18.66.64,135.0,136.0,135.1,135.0
destentor.nl,23.201.47.193,220.0,221.0,220.1,220.0
destentor.nl,23.216.149.144,0.805,0.945,0.8614,0.8514999999999999
cpsc.gov,23.202.192.145,2.27,2.35,2.311,2.31
cpsc.gov,23.201.166.17,65.7,66.3,65.83000000000001,65.7
cpsc.gov,23.202.192.145,2.24,3.78,2.446,2.295
cpsc.gov,173.223.114.8,140.0,142.0,140.2,140.0
cpsc.gov,23.43.113.228,211.0,211.0,211.0,211.0
cpsc.gov,23.40.163.181,182.0,182.0,182.0,182.0
cpsc.gov,173.223.62.119,61.9,63.1,62.08,62.0
cpsc.gov,23.41.181.172,148.0,148.0,148.0,148.0
cpsc.gov,184.29.116.226,71.1,72.9,71.29,71.1
cpsc.gov,104.103.145.148,185.0,197.0,186.7,185.5
cpsc.gov,23.62.192.226,134.0,136.0,134.7,135.0
my-best.com,3.169.183.75,0.289,1.33,0.422,0.323
my-best.com,108.159.61.122,249.0,250.0,249.1,249.0
my-best.com,18.244.18.17,147.0,149.0,147.2,147.0
my-best.com,18.67.39.77,67.0,67.7,67.16,67.1
my-best.com,52.85.132.17,68.1,69.2,68.21000000000001,68.1
my-best.com,18.67.93.17,147.0,147.0,147.0,147.0
my-best.com,18.244.18.24,147.0,147.0,147.0,147.0
my-best.com,18.239.83.68,141.0,141.0,141.0,141.0
my-best.com,18.164.96.81,70.0,70.4,70.12,70.1
my-best.com,18.155.68.39,187.0,188.0,187.1,187.0
my-best.com,3.168.86.52,0.805,1.78,0.9465999999999999,0.844
my-best.com,18.164.96.33,68.9,69.1,68.92999999999999,68.9
my-best.com,18.164.96.19,68.9,69.5,68.99,68.9
my-best.com,3.168.86.80,0.767,1.67,0.8991999999999999,0.8225
gaana.com,104.100.61.11,2.26,3.31,2.403,2.28
gaana.com,23.15.110.75,182.0,183.0,182.2,182.0
gaana.com,23.59.196.70,2.26,2.65,2.3230000000000004,2.28
gaana.com,23.4.38.172,59.7,60.0,59.80999999999999,59.8
gaana.com,104.114.92.90,213.0,214.0,213.1,213.0
gaana.com,23.214.140.78,133.0,134.0,133.1,133.0
gaana.com,23.2.239.88,140.0,141.0,140.2,140.0
gaana.com,104.74.39.22,182.0,183.0,182.1,182.0
gaana.com,23.204.7.7,65.6,66.3,65.76,65.7
gaana.com,23.34.223.74,71.7,72.0,71.81,71.8
gaana.com,23.67.132.144,147.0,147.0,147.0,147.0
fantacalcio.it,13.35.121.109,0.819,1.64,0.9471,0.8785000000000001
fantacalcio.it,13.33.252.24,68.9,69.5,68.96000000000001,68.9
fantacalcio.it,18.245.96.21,67.9,68.9,68.02000000000001,67.9
fantacalcio.it,13.35.121.99,0.808,1.21,0.9004999999999999,0.869
fantacalcio.it,18.239.50.99,143.0,144.0,143.1,143.0
fantacalcio.it,13.33.88.14,183.0,184.0,183.2,183.0
fantacalcio.it,13.35.121.123,0.807,0.959,0.8561,0.843
fantacalcio.it,18.65.244.95,136.0,138.0,136.2,136.0
fantacalcio.it,99.86.229.26,66.7,69.6,67.14000000000001,66.7
fantacalcio.it,52.222.214.17,148.0,149.0,148.2,148.0
fantacalcio.it,13.33.252.63,70.0,71.0,70.14,70.05
fantacalcio.it,108.159.61.72,238.0,241.0,238.5,238.0
firstpost.com,23.37.18.29,3.07,4.1,3.2049999999999996,3.0949999999999998
firstpost.com,23.54.57.187,182.0,182.0,182.0,182.0
firstpost.com,23.34.213.178,71.7,71.8,71.76,71.8
firstpost.com,104.75.89.173,148.0,149.0,148.2,148.0
firstpost.com,104.96.173.155,133.0,134.0,133.1,133.0
firstpost.com,23.35.190.37,57.9,58.8,57.989999999999995,57.9
firstpost.com,23.37.18.29,3.05,3.83,3.18,3.1
firstpost.com,23.215.57.209,201.0,201.0,201.0,201.0
firstpost.com,104.121.230.43,235.0,250.0,236.8,235.0
firstpost.com,184.30.158.57,139.0,140.0,139.1,139.0
firstpost.com,23.56.210.80,65.6,66.7,65.79,65.7
itatiaia.com.br,3.169.183.98,0.274,1.3,0.4162,0.319
itatiaia.com.br,108.158.20.49,146.0,148.0,146.8,147.0
itatiaia.com.br,108.158.61.68,230.0,230.0,230.0,230.0
itatiaia.com.br,18.164.96.67,68.6,69.8,68.74000000000001,68.6
itatiaia.com.br,52.85.151.45,66.3,67.5,66.44999999999999,66.3
itatiaia.com.br,143.204.98.108,146.0,147.0,146.1,146.0
itatiaia.com.br,18.65.39.36,141.0,142.0,141.1,141.0
itatiaia.com.br,18.245.96.67,63.2,63.6,63.260000000000005,63.2
itatiaia.com.br,13.35.210.39,171.0,173.0,171.4,171.0
itatiaia.com.br,18.164.96.4,70.1,70.6,70.17,70.1
itatiaia.com.br,3.168.86.30,0.802,2.65,1.0436999999999999,0.857
businessinsider.com.pl,18.239.199.7,0.277,0.711,0.3575,0.3175
businessinsider.com.pl,18.239.199.118,0.285,0.5,0.341,0.327
businessinsider.com.pl,108.138.128.45,68.3,69.3,68.48999999999998,68.4
businessinsider.com.pl,99.86.4.3,144.0,145.0,144.1,144.0
businessinsider.com.pl,18.239.142.67,240.0,241.0,240.1,240.0
businessinsider.com.pl,99.86.4.64,150.0,151.0,150.2,150.0
businessinsider.com.pl,3.161.163.92,60.6,61.6,60.7,60.6
businessinsider.com.pl,18.239.199.88,0.296,1.63,0.5374999999999999,0.325
businessinsider.com.pl,13.35.238.39,185.0,186.0,185.4,185.0
businessinsider.com.pl,108.158.20.58,137.0,139.0,137.2,137.0
businessinsider.com.pl,18.239.69.43,142.0,143.0,142.2,142.0
businessinsider.com.pl,18.67.17.44,63.2,63.6,63.29,63.2
businessinsider.com.pl,108.138.128.15,68.6,69.4,68.72,68.6
httpwg.org,185.199.110.153,0.946,1.75,1.1,0.968
httpwg.org,185.199.109.153,0.938,1.44,1.1541,1.1749999999999998
httpwg.org,185.199.110.153,0.895,1.34,1.0563,1.06
httpwg.org,185.199.108.153,0.923,25.3,3.4558,0.986
httpwg.org,185.199.111.153,0.888,1.28,1.0461,1.0165
substackcdn.com,18.155.202.104,0.268,1.27,0.42960000000000004,0.3035
substackcdn.com,52.85.61.20,65.6,66.8,65.75,65.6
substackcdn.com,18.155.202.104,0.271,0.545,0.3274,0.3045
substackcdn.com,18.155.202.20,0.28,0.837,0.3609,0.3105
substackcdn.com,18.67.17.53,66.9,67.2,67.03,67.0
substackcdn.com,18.66.57.24,236.0,236.0,236.0,236.0
substackcdn.com,65.9.66.110,149.0,150.0,149.1,149.0
substackcdn.com,18.67.65.54,67.2,67.4,67.23000000000002,67.2
substackcdn.com,13.227.219.105,138.0,140.0,138.3,138.0
substackcdn.com,108.156.133.66,180.0,181.0,180.3,180.0
substackcdn.com,108.158.32.2,137.0,137.0,137.0,137.0
substackcdn.com,52.85.61.36,67.2,68.2,67.33999999999999,67.25
substackcdn.com,65.9.66.32,148.0,149.0,148.1,148.0
banco.bradesco,23.62.46.181,0.797,1.79,0.9399000000000001,0.837
banco.bradesco,104.110.191.5,141.0,142.0,141.1,141.0
banco.bradesco,104.86.110.115,135.0,135.0,135.0,135.0
banco.bradesco,104.76.210.209,59.7,60.2,59.80999999999999,59.8
banco.bradesco,23.216.149.134,0.822,1.7,0.9331999999999999,0.8485
banco.bradesco,23.34.59.35,66.8,67.3,66.88999999999999,66.8
banco.bradesco,23.216.149.155,0.761,0.927,0.8168000000000001,0.8075000000000001
banco.bradesco,23.44.4.153,182.0,183.0,182.3,182.0
banco.bradesco,23.11.215.155,240.0,241.0,240.1,240.0
banco.bradesco,2.17.100.243,148.0,150.0,148.3,148.0
banco.bradesco,23.206.243.8,201.0,211.0,202.8,201.0
banco.bradesco,23.34.59.19,66.9,80.9,69.44,67.55
banco.bradesco,23.205.255.231,70.6,70.9,70.71000000000001,70.7
beritasatu.com,18.173.121.72,0.289,0.704,0.3907,0.3275
beritasatu.com,13.225.63.69,68.1,68.8,68.24000000000001,68.1
beritasatu.com,18.65.244.39,146.0,147.0,146.1,146.0
beritasatu.com,108.158.61.72,231.0,232.0,231.2,231.0
