website,cdn,min,max,mean,media
beritasatu.com,18.173.121.36,0.269,0.821,0.38160000000000005,0.2985
beritasatu.com,18.65.39.79,140.0,141.0,140.2,140.0
beritasatu.com,13.32.99.90,147.0,150.0,147.4,147.0
beritasatu.com,13.225.4.123,187.0,187.0,187.0,187.0
beritasatu.com,13.225.63.99,69.5,70.1,69.6,69.5
beritasatu.com,18.67.39.21,71.3,72.0,71.41,71.3
beritasatu.com,13.32.99.115,149.0,150.0,149.8,150.0
beritasatu.com,52.85.151.95,68.1,72.4,68.64000000000001,68.1
fnn.jp,18.155.202.75,0.264,1.2,0.3929000000000001,0.2925
fnn.jp,18.155.202.91,0.267,0.784,0.3822,0.32
fnn.jp,18.155.99.63,223.0,223.0,223.0,223.0
fnn.jp,18.155.202.9,0.264,0.86,0.36,0.3115
fnn.jp,13.35.210.27,174.0,175.0,174.1,174.0
fnn.jp,18.245.96.109,77.3,77.6,77.42,77.4
fnn.jp,3.162.103.100,66.6,67.8,66.78000000000002,66.7
fnn.jp,18.239.83.29,140.0,141.0,140.2,140.0
fnn.jp,13.249.91.77,67.1,67.9,67.19000000000001,67.1
fnn.jp,13.35.210.71,179.0,179.0,179.0,179.0
fnn.jp,18.245.31.27,150.0,151.0,150.1,150.0
enjoei.com.br,3.168.86.6,0.776,1.7,0.9168000000000001,0.819
enjoei.com.br,13.33.252.94,68.6,69.9,68.75,68.6
enjoei.com.br,99.84.238.115,0.808,1.88,0.9492999999999998,0.8474999999999999
enjoei.com.br,13.33.252.91,68.6,68.9,68.64000000000001,68.6
enjoei.com.br,18.165.122.107,168.0,170.0,168.2,168.0
enjoei.com.br,99.84.238.153,0.806,1.75,0.9218,0.831
enjoei.com.br,18.239.50.121,143.0,144.0,143.1,143.0
enjoei.com.br,18.165.122.95,165.0,165.0,165.0,165.0
enjoei.com.br,99.84.238.184,0.831,2.24,0.9843999999999999,0.843
enjoei.com.br,18.67.17.96,70.3,70.9,70.42999999999999,70.4
enjoei.com.br,65.9.66.86,147.0,148.0,147.1,147.0
enjoei.com.br,13.33.252.68,69.1,70.1,69.2,69.1
enjoei.com.br,3.167.69.9,68.3,69.4,68.49,68.4
enjoei.com.br,65.9.66.17,149.0,150.0,149.1,149.0
oikotie.fi,18.155.192.127,0.289,1.4,0.43170000000000003,0.312
oikotie.fi,18.173.132.2,66.3,66.9,66.38,66.3
oikotie.fi,65.9.66.116,146.0,147.0,146.1,146.0
oikotie.fi,18.165.122.125,182.0,184.0,182.2,182.0
oikotie.fi,52.85.132.45,68.4,69.2,68.49,68.4
oikotie.fi,18.67.17.30,71.7,72.2,71.79,71.75
oikotie.fi,18.238.243.97,146.0,147.0,146.1,146.0
oikotie.fi,18.165.122.99,164.0,165.0,164.1,164.0
oikotie.fi,18.173.132.127,67.2,67.4,67.25,67.2
oikotie.fi,18.155.192.105,0.3,0.61,0.3657,0.326
autoscout24.it,18.155.202.107,0.285,0.35,0.30619999999999997,0.3015
autoscout24.it,18.160.41.5,67.4,67.5,67.42999999999999,67.4
autoscout24.it,13.226.94.57,66.3,67.4,66.41,66.3
autoscout24.it,13.224.189.119,146.0,147.0,146.1,146.0
autoscout24.it,18.239.18.59,143.0,145.0,143.8,144.0
autoscout24.it,18.155.202.107,0.284,0.411,0.3282,0.324
autoscout24.it,18.165.122.28,183.0,183.0,183.0,183.0
autoscout24.it,18.245.96.24,67.0,67.1,67.01,67.0
autoscout24.it,18.165.122.101,167.0,167.0,167.0,167.0
autoscout24.it,13.226.94.47,66.3,67.9,66.62999999999998,66.35
autoscout24.it,13.224.189.38,147.0,147.0,147.0,147.0
autoscout24.it,18.155.202.49,0.263,1.44,0.4223,0.313
audiomack.com,18.155.192.23,0.279,0.613,0.3496,0.3135
audiomack.com,18.155.192.23,0.311,0.382,0.3347,0.3275
audiomack.com,52.85.49.105,166.0,167.0,166.1,166.0
audiomack.com,13.225.63.128,68.1,68.9,68.24,68.15
audiomack.com,13.224.189.92,146.0,146.0,146.0,146.0
audiomack.com,13.225.63.63,69.5,69.7,69.57000000000001,69.55
audiomack.com,18.155.192.34,0.268,1.6,0.44329999999999997,0.33
audiomack.com,52.85.49.2,183.0,184.0,183.1,183.0
audiomack.com,108.156.60.42,142.0,142.0,142.0,142.0
audiomack.com,18.67.39.93,67.9,68.8,68.05,67.9
audiomack.com,18.165.98.54,66.2,66.7,66.28,66.2
survata.com,3.168.86.55,0.803,1.81,0.9429000000000002,0.8354999999999999
survata.com,3.168.86.122,0.787,1.3,0.8663000000000001,0.8214999999999999
survata.com,3.165.102.75,183.0,183.0,183.0,183.0
survata.com,3.171.139.63,68.6,68.8,68.70000000000002,68.7
survata.com,13.227.219.3,138.0,139.0,138.1,138.0
survata.com,99.84.191.71,68.1,69.0,68.19,68.1
survata.com,18.66.112.126,151.0,152.0,151.1,151.0
survata.com,108.158.20.28,137.0,137.0,137.0,137.0
survata.com,3.164.92.39,67.4,68.3,67.49,67.4
survata.com,3.171.139.46,66.3,66.8,66.41,66.35
survata.com,108.159.61.95,238.0,239.0,238.2,238.0
survata.com,3.168.86.20,0.787,1.2,0.8714999999999999,0.8374999999999999
widen.net,18.155.192.34,0.314,1.34,0.44489999999999996,0.353
widen.net,18.66.122.115,148.0,149.0,148.1,148.0
widen.net,13.225.63.94,68.5,69.4,68.67,68.6
widen.net,13.225.63.12,69.5,70.0,69.62,69.6
widen.net,18.239.142.73,232.0,233.0,232.1,232.0
widen.net,18.155.192.34,0.289,0.81,0.39070000000000005,0.34750000000000003
widen.net,18.67.39.26,70.5,70.5,70.5,70.5
widen.net,108.156.133.86,176.0,177.0,176.1,176.0
widen.net,18.67.93.42,137.0,140.0,137.3,137.0
widen.net,13.227.219.52,138.0,139.0,138.1,138.0
widen.net,18.66.122.72,152.0,153.0,152.1,152.0
p-bandai.jp,23.62.46.184,0.784,1.08,0.8759,0.8365
p-bandai.jp,104.76.210.203,59.8,61.7,60.18999999999998,59.9
p-bandai.jp,104.86.110.115,135.0,135.0,135.0,135.0
p-bandai.jp,2.17.100.226,149.0,150.0,149.1,149.0
p-bandai.jp,23.34.59.39,66.7,67.7,66.87,66.7
p-bandai.jp,23.201.47.186,217.0,217.0,217.0,217.0
p-bandai.jp,23.205.255.205,71.1,71.6,71.17999999999999,71.1
p-bandai.jp,104.110.191.22,144.0,145.0,144.1,144.0
p-bandai.jp,23.206.243.10,197.0,197.0,197.0,197.0
p-bandai.jp,23.34.59.5,66.8,66.9,66.85,66.85
p-bandai.jp,23.216.149.144,0.79,0.954,0.8513,0.8354999999999999
slack-imgs.com,99.84.238.172,0.832,1.41,0.9668999999999999,0.8614999999999999
slack-imgs.com,13.33.165.73,71.7,72.9,71.83000000000001,71.7
slack-imgs.com,18.164.96.56,70.0,71.1,70.16999999999999,70.1
slack-imgs.com,18.65.244.22,136.0,137.0,136.1,136.0
slack-imgs.com,18.239.111.114,229.0,229.0,229.0,229.0
slack-imgs.com,18.164.96.20,68.9,69.1,68.96,68.9
slack-imgs.com,108.156.60.79,142.0,143.0,142.1,142.0
slack-imgs.com,3.165.102.94,180.0,181.0,180.7,181.0
slack-imgs.com,18.172.112.16,152.0,153.0,152.1,152.0
slack-imgs.com,99.84.191.68,66.3,67.5,66.42999999999999,66.3
slack-imgs.com,99.84.238.199,0.825,1.36,0.9158,0.872
slack-imgs.com,99.84.238.172,0.835,1.09,0.8967,0.8745
eldebate.com,13.227.74.38,1.44,2.22,1.543,1.47
eldebate.com,18.239.94.101,141.0,142.0,141.1,141.0
eldebate.com,18.245.86.40,149.0,150.0,149.3,149.0
eldebate.com,52.85.49.116,166.0,168.0,166.2,166.0
eldebate.com,13.227.74.78,1.44,2.49,1.589,1.475
eldebate.com,13.225.63.85,68.1,69.1,68.24000000000001,68.15
eldebate.com,18.67.39.127,62.2,63.4,62.419999999999995,62.3
eldebate.com,18.160.10.96,69.5,69.6,69.55,69.55
eldebate.com,13.225.63.82,68.1,69.1,68.35,68.2
eldebate.com,52.85.49.93,165.0,166.0,165.1,165.0
kb4compliance.com,13.227.74.45,1.44,1.83,1.532,1.49
kb4compliance.com,18.239.69.23,141.0,142.0,141.1,141.0
kb4compliance.com,143.204.215.94,148.0,151.0,149.0,148.0
kb4compliance.com,18.238.80.18,65.5,66.1,65.64,65.6
kb4compliance.com,65.9.112.59,193.0,194.0,193.1,193.0
kb4compliance.com,13.227.74.63,1.45,2.31,1.6110000000000002,1.46
kb4compliance.com,18.238.80.30,66.4,67.2,66.47999999999999,66.4
kb4compliance.com,3.162.103.74,66.1,66.9,66.26,66.2
kb4compliance.com,108.156.22.80,165.0,166.0,165.1,165.0
kb4compliance.com,13.227.74.11,1.1,2.01,1.226,1.1349999999999998
kb4compliance.com,18.67.39.3,71.4,72.9,71.66,71.4
kb4compliance.com,13.227.74.97,1.1,1.43,1.1869999999999998,1.14
kb4compliance.com,18.238.80.60,66.6,66.8,66.63,66.6
kb4compliance.com,143.204.215.24,147.0,148.0,147.1,147.0
nishinippon.co.jp,18.238.192.21,0.283,0.791,0.3641,0.3155
nishinippon.co.jp,3.168.73.110,68.9,69.7,69.0,68.9
nishinippon.co.jp,3.168.73.24,68.6,69.2,68.74000000000001,68.7
nishinippon.co.jp,18.245.86.117,145.0,146.0,145.1,145.0
nishinippon.co.jp,13.225.4.23,182.0,188.0,182.8,182.0
nishinippon.co.jp,18.67.39.37,66.9,67.2,67.01,67.0
nishinippon.co.jp,18.160.10.69,66.8,67.4,66.94,66.9
nishinippon.co.jp,18.239.69.20,141.0,142.0,141.1,141.0
nishinippon.co.jp,18.238.192.77,0.289,0.336,0.3125,0.3145
nishinippon.co.jp,18.238.192.21,0.27,0.348,0.31129999999999997,0.3155
nishinippon.co.jp,18.67.110.59,137.0,137.0,137.0,137.0
nishinippon.co.jp,3.168.73.38,70.0,71.3,70.21000000000001,70.1
nishinippon.co.jp,108.159.80.32,240.0,242.0,240.4,240.0
magicbricks.com,23.62.46.8,0.803,1.96,0.9442999999999998,0.826
magicbricks.com,2.16.128.200,135.0,137.0,135.2,135.0
magicbricks.com,23.201.47.233,221.0,222.0,221.1,221.0
magicbricks.com,23.216.149.206,0.746,0.853,0.8156000000000001,0.819
magicbricks.com,2.17.100.211,149.0,150.0,149.2,149.0
magicbricks.com,23.40.18.72,66.8,67.5,66.95,66.9
magicbricks.com,23.205.255.96,70.6,70.7,70.68000000000002,70.7
magicbricks.com,96.17.180.163,186.0,187.0,186.1,186.0
magicbricks.com,23.208.29.161,201.0,201.0,201.0,201.0
magicbricks.com,23.72.254.28,141.0,141.0,141.0,141.0
magicbricks.com,23.47.204.135,59.8,60.2,59.84999999999999,59.8
vaidebet.com,3.169.183.64,0.272,1.62,0.45970000000000005,0.323
vaidebet.com,108.139.29.93,70.0,73.1,70.51,70.1
vaidebet.com,13.227.138.114,236.0,237.0,236.1,236.0
vaidebet.com,108.158.20.61,137.0,137.0,137.0,137.0
vaidebet.com,99.84.238.183,0.812,1.6,1.0002,0.864
vaidebet.com,108.138.7.92,147.0,148.0,147.1,147.0
vaidebet.com,18.155.68.73,180.0,189.0,181.0,180.0
vaidebet.com,108.138.7.79,148.0,148.0,148.0,148.0
vaidebet.com,108.139.29.14,70.0,70.1,70.05,70.05
vaidebet.com,18.239.36.72,142.0,143.0,142.1,142.0
vaidebet.com,3.164.92.71,70.6,71.6,70.78000000000002,70.7
vaidebet.com,99.84.191.112,66.8,68.0,66.92999999999998,66.8
olx.com.pk,18.239.199.50,0.275,1.69,0.4426,0.3085
olx.com.pk,18.239.199.50,0.263,0.644,0.36289999999999994,0.339
olx.com.pk,13.225.205.26,58.2,59.5,58.410000000000004,58.3
olx.com.pk,18.239.199.121,0.312,0.942,0.40170000000000006,0.325
olx.com.pk,18.239.94.7,140.0,141.0,140.9,141.0
olx.com.pk,13.35.210.50,193.0,194.0,193.1,193.0
olx.com.pk,18.67.39.73,71.2,71.3,71.24000000000001,71.2
olx.com.pk,108.159.61.39,247.0,248.0,247.2,247.0
olx.com.pk,18.66.102.30,149.0,150.0,149.1,149.0
olx.com.pk,18.65.244.69,136.0,137.0,136.1,136.0
olx.com.pk,18.238.55.111,68.0,68.1,68.08,68.1
olx.com.pk,18.238.55.16,67.1,67.5,67.15,67.1
filedownload-csw-lenovo.com,99.84.238.140,0.829,1.86,0.9705,0.8775
filedownload-csw-lenovo.com,18.160.46.18,66.9,67.2,66.95,66.9
filedownload-csw-lenovo.com,13.226.94.117,66.7,67.8,66.95,66.8
filedownload-csw-lenovo.com,18.67.39.118,67.0,68.1,67.19,67.1
filedownload-csw-lenovo.com,108.158.20.25,137.0,138.0,137.3,137.0
filedownload-csw-lenovo.com,13.35.58.12,147.0,148.0,147.1,147.0
filedownload-csw-lenovo.com,13.226.94.9,68.6,69.1,68.71000000000001,68.7
filedownload-csw-lenovo.com,99.84.238.157,0.857,1.86,0.9867999999999999,0.8885000000000001
filedownload-csw-lenovo.com,13.35.238.6,189.0,190.0,189.1,189.0
filedownload-csw-lenovo.com,18.66.41.78,232.0,234.0,232.2,232.0
filedownload-csw-lenovo.com,99.84.238.154,0.82,1.75,0.9766,0.877
filedownload-csw-lenovo.com,108.156.60.93,140.0,141.0,140.2,140.0
filedownload-csw-lenovo.com,13.35.58.75,144.0,145.0,144.1,144.0
aepd.es,23.212.62.200,1.3,1.94,1.4060000000000001,1.335
aepd.es,23.40.52.12,182.0,182.0,182.0,182.0
aepd.es,23.209.46.152,188.0,188.0,188.0,188.0
aepd.es,23.205.255.237,72.0,72.1,72.07000000000001,72.1
aepd.es,2.18.63.23,136.0,137.0,136.1,136.0
aepd.es,23.45.235.168,60.8,60.8,60.79999999999999,60.8
aepd.es,23.196.3.209,65.7,65.8,65.72999999999999,65.7
aepd.es,23.11.215.137,240.0,240.0,240.0,240.0
aepd.es,2.16.6.32,141.0,142.0,141.1,141.0
aepd.es,23.212.62.200,1.29,2.14,1.467,1.36
aepd.es,23.219.82.8,66.4,66.6,66.42,66.4
aepd.es,23.216.149.141,0.822,0.858,0.8362,0.8314999999999999
aepd.es,95.101.111.143,145.0,146.0,145.1,145.0
bankbazaar.com,23.47.181.88,1.31,1.4,1.3479999999999999,1.35
bankbazaar.com,23.195.71.76,136.0,136.0,136.0,136.0
bankbazaar.com,23.39.6.127,59.9,61.0,60.05,59.9
bankbazaar.com,23.203.72.64,198.0,198.0,198.0,198.0
bankbazaar.com,23.198.40.81,181.0,182.0,181.4,181.0
bankbazaar.com,23.45.175.96,141.0,142.0,141.1,141.0
bankbazaar.com,23.35.67.96,73.4,73.6,73.47,73.5
bankbazaar.com,184.29.112.89,72.2,73.2,72.30000000000001,72.2
bankbazaar.com,104.100.85.69,1.74,2.73,1.874,1.775
bankbazaar.com,23.201.161.107,65.7,67.2,65.91,65.7
bankbazaar.com,23.200.205.96,235.0,237.0,235.6,235.5
bankbazaar.com,23.47.181.88,1.31,1.66,1.41,1.35
bankbazaar.com,104.102.18.94,146.0,149.0,146.4,146.0
forbesjapan.com,99.84.238.154,0.823,1.89,1.0039,0.8605
forbesjapan.com,3.160.150.127,148.0,149.0,148.1,148.0
forbesjapan.com,108.158.20.9,137.0,138.0,137.2,137.0
forbesjapan.com,13.33.165.11,70.6,71.8,70.73,70.6
forbesjapan.com,13.32.151.87,67.1,67.4,67.15,67.1
forbesjapan.com,13.33.252.18,70.0,70.1,70.03,70.0
forbesjapan.com,13.33.252.7,68.6,68.9,68.67999999999999,68.6
forbesjapan.com,13.33.252.41,69.1,69.1,69.1,69.1
forbesjapan.com,99.84.238.132,0.823,1.47,0.9279,0.857
forbesjapan.com,3.160.150.49,150.0,151.0,150.1,150.0
forbesjapan.com,13.227.219.82,138.0,139.0,138.1,138.0
forbesjapan.com,13.35.238.98,176.0,177.0,176.1,176.0
forbesjapan.com,18.66.57.109,236.0,238.0,236.3,236.0
adda247.com,13.227.74.44,1.42,2.18,1.527,1.44
adda247.com,18.66.147.15,149.0,149.0,149.0,149.0
adda247.com,13.227.74.18,1.45,1.92,1.54,1.5
adda247.com,18.67.93.125,137.0,138.0,137.1,137.0
adda247.com,3.162.125.112,67.8,68.8,67.91999999999999,67.8
adda247.com,13.227.74.44,1.44,2.47,1.5779999999999998,1.46
adda247.com,18.164.96.79,69.0,70.2,69.21000000000001,69.1
adda247.com,18.245.96.63,70.4,70.5,70.47,70.5
adda247.com,18.239.36.40,141.0,141.0,141.0,141.0
adda247.com,18.164.96.3,69.1,69.4,69.18,69.1
adda247.com,13.33.30.63,175.0,176.0,175.1,175.0
adda247.com,18.66.147.57,146.0,146.0,146.0,146.0
adda247.com,108.159.61.100,239.0,241.0,239.3,239.0
tver.jp,18.173.121.72,0.265,0.752,0.33290000000000003,0.287
tver.jp,18.67.110.103,146.0,147.0,146.2,146.0
tver.jp,13.32.121.79,144.0,145.0,144.1,144.0
tver.jp,3.168.73.108,68.6,71.6,68.96000000000001,68.65
tver.jp,18.173.121.60,0.279,1.49,0.47000000000000003,0.328
tver.jp,3.168.73.79,68.6,68.9,68.63,68.6
tver.jp,18.67.17.41,67.8,68.5,67.95,67.9
tver.jp,18.173.121.17,0.292,0.33,0.31579999999999997,0.3165
tver.jp,18.239.50.117,143.0,144.0,143.2,143.0
tver.jp,99.84.191.62,65.8,66.9,65.97,65.9
zalando.nl,3.169.183.49,0.27,1.26,0.39690000000000003,0.3085
zalando.nl,18.173.121.99,0.289,0.94,0.3869,0.3215
zalando.nl,18.67.110.75,137.0,137.0,137.0,137.0
zalando.nl,13.225.63.80,68.6,69.6,68.72,68.6
zalando.nl,18.239.36.46,142.0,142.0,142.0,142.0
zalando.nl,13.225.63.89,68.1,68.6,68.17,68.1
zalando.nl,13.32.99.81,146.0,147.0,146.1,146.0
zalando.nl,18.160.41.87,67.1,68.3,67.24,67.1
zalando.nl,13.33.165.60,65.5,66.0,65.61,65.55
zalando.nl,18.173.121.55,0.3,0.624,0.35609999999999997,0.3295
zalando.nl,3.165.102.100,180.0,181.0,180.1,180.0
zalando.nl,13.32.99.106,147.0,148.0,147.1,147.0
zalando.nl,18.239.111.10,232.0,240.0,232.9,232.0
alodokter.com,23.62.46.173,0.801,1.22,0.8880000000000001,0.8305
alodokter.com,104.110.191.52,144.0,145.0,144.1,144.0
alodokter.com,23.216.149.140,0.796,1.4,0.8981,0.84
alodokter.com,23.201.47.209,224.0,224.0,224.0,224.0
alodokter.com,23.34.59.24,66.7,67.0,66.78,66.75
alodokter.com,23.32.29.97,184.0,189.0,184.5,184.0
alodokter.com,23.205.255.204,73.1,74.4,73.49000000000001,73.25
alodokter.com,23.196.3.209,65.7,66.3,65.82000000000001,65.7
alodokter.com,2.17.100.225,148.0,149.0,148.2,148.0
alodokter.com,23.34.59.4,66.7,67.5,66.94000000000001,66.7
alodokter.com,104.76.210.198,59.6,60.6,59.77000000000002,59.7
alodokter.com,23.216.149.141,0.799,1.84,0.9693000000000002,0.873
alodokter.com,2.18.27.149,135.0,137.0,135.3,135.0
alodokter.com,23.208.29.192,197.0,198.0,197.2,197.0
ambitionbox.com,23.56.4.208,1.45,1.66,1.534,1.525
ambitionbox.com,23.56.4.208,1.45,1.5,1.4769999999999999,1.47
ambitionbox.com,96.16.55.22,3.05,4.44,3.221,3.07
ambitionbox.com,23.40.52.175,182.0,182.0,182.0,182.0
ambitionbox.com,23.45.207.176,179.0,179.0,179.0,179.0
ambitionbox.com,23.52.171.145,183.0,183.0,183.0,183.0
ambitionbox.com,104.117.182.194,68.1,69.3,68.26,68.15
ambitionbox.com,104.97.14.83,141.0,141.0,141.0,141.0
ambitionbox.com,104.117.182.179,69.5,70.0,69.58000000000001,69.5
ambitionbox.com,104.86.110.192,134.0,134.0,134.0,134.0
ambitionbox.com,2.16.168.4,147.0,149.0,147.3,147.0
ambitionbox.com,23.219.155.11,71.1,72.3,71.22999999999999,71.1
lacentrale.fr,18.155.192.97,0.289,0.441,0.3433,0.3275
lacentrale.fr,18.66.122.58,151.0,151.0,151.0,151.0
lacentrale.fr,18.66.122.95,148.0,148.0,148.0,148.0
lacentrale.fr,18.155.192.42,0.272,0.686,0.34130000000000005,0.298
lacentrale.fr,18.245.96.45,71.4,71.7,71.50999999999999,71.5
lacentrale.fr,52.85.61.70,66.3,67.4,66.5,66.4
lacentrale.fr,3.164.206.31,182.0,183.0,182.1,182.0
lacentrale.fr,52.85.61.52,66.3,66.4,66.33999999999999,66.3
lacentrale.fr,3.164.206.77,181.0,182.0,181.1,181.0
lacentrale.fr,18.155.192.40,0.291,0.991,0.3787,0.31
lacentrale.fr,18.154.227.50,67.3,67.4,67.39,67.4
lacentrale.fr,18.239.36.105,141.0,142.0,141.2,141.0
unotv.com,104.86.89.151,2.26,2.97,2.377,2.3200000000000003
unotv.com,23.57.50.121,240.0,241.0,240.1,240.0
unotv.com,23.204.18.105,65.7,66.2,65.75000000000001,65.7
unotv.com,92.123.164.19,144.0,145.0,144.1,144.0
unotv.com,23.214.153.134,134.0,134.0,134.0,134.0
unotv.com,104.86.89.151,2.24,3.61,2.456,2.3
unotv.com,184.25.78.134,72.2,73.4,72.39000000000001,72.3
unotv.com,23.15.82.118,67.4,68.1,67.55,67.4
unotv.com,104.68.18.173,182.0,186.0,182.6,182.0
unotv.com,125.252.218.204,188.0,189.0,188.1,188.0
unotv.com,23.197.143.33,147.0,148.0,147.2,147.0
microchip.com,104.89.228.87,2.24,2.91,2.3539999999999996,2.295
microchip.com,23.43.115.95,217.0,217.0,217.0,217.0
microchip.com,23.33.34.183,71.7,72.0,71.8,71.8
microchip.com,23.203.77.225,190.0,190.0,190.0,190.0
microchip.com,23.52.176.97,134.0,134.0,134.0,134.0
microchip.com,23.218.68.218,141.0,141.0,141.0,141.0
microchip.com,104.89.228.87,2.22,3.08,2.3529999999999998,2.26
microchip.com,23.40.165.41,179.0,179.0,179.0,179.0
microchip.com,184.29.118.89,71.7,72.7,71.88,71.8
microchip.com,23.45.237.45,148.0,149.0,148.1,148.0
microchip.com,23.201.167.166,65.7,66.4,65.79,65.7
alhurra.com,23.202.199.206,2.25,2.61,2.343,2.31
alhurra.com,23.201.141.211,179.0,179.0,179.0,179.0
alhurra.com,23.223.1.43,223.0,224.0,223.1,223.0
alhurra.com,23.67.137.158,147.0,147.0,147.0,147.0
alhurra.com,23.208.240.30,134.0,134.0,134.0,134.0
alhurra.com,23.201.173.206,65.7,67.3,65.86000000000001,65.7
alhurra.com,184.26.193.249,72.0,73.0,72.16999999999999,72.1
alhurra.com,23.1.27.96,59.7,59.8,59.75,59.75
alhurra.com,23.39.14.23,182.0,182.0,182.0,182.0
alhurra.com,23.209.239.35,140.0,140.0,140.0,140.0
alhurra.com,23.38.227.33,2.24,2.32,2.2700000000000005,2.2649999999999997
helpscout.net,18.173.121.115,0.275,0.765,0.35919999999999996,0.3065
helpscout.net,3.168.73.99,68.6,70.0,68.82000000000001,68.7
helpscout.net,3.164.92.70,71.7,72.1,71.82,71.8
helpscout.net,108.159.61.39,247.0,248.0,247.1,247.0
helpscout.net,108.138.85.55,60.4,60.6,60.42999999999999,60.4
helpscout.net,18.155.68.109,179.0,180.0,179.1,179.0
helpscout.net,3.168.73.63,70.0,71.1,70.13,70.0
helpscout.net,13.35.147.19,137.0,138.0,137.1,137.0
helpscout.net,18.66.102.50,146.0,147.0,146.1,146.0
helpscout.net,3.168.73.53,70.0,71.0,70.25,70.1
helpscout.net,18.66.102.127,146.0,148.0,147.0,147.0
helpscout.net,18.173.121.115,0.311,1.22,0.47319999999999995,0.3685
helpscout.net,18.239.18.47,141.0,141.0,141.0,141.0
helpscout.net,18.173.121.87,0.285,0.418,0.3217,0.3055
lucid.app,23.211.139.197,0.8,1.02,0.8543000000000001,0.8180000000000001
lucid.app,23.49.248.29,66.7,67.2,66.75000000000001,66.7
lucid.app,23.32.29.16,188.0,189.0,188.7,189.0
lucid.app,2.21.20.7,148.0,149.0,148.1,148.0
lucid.app,23.49.248.30,66.7,66.7,66.70000000000002,66.7
lucid.app,2.21.67.43,134.0,135.0,134.1,134.0
lucid.app,23.208.29.185,196.0,196.0,196.0,196.0
lucid.app,23.48.105.7,66.9,67.0,66.97999999999999,67.0
lucid.app,23.11.215.145,239.0,239.0,239.0,239.0
lucid.app,23.205.255.238,71.1,71.3,71.16,71.1
lucid.app,23.216.149.146,0.791,1.36,0.8752000000000001,0.826
lucid.app,95.101.74.82,141.0,142.0,141.1,141.0
maybank2u.com.my,104.123.70.65,1.37,2.43,1.512,1.39
maybank2u.com.my,2.18.66.67,135.0,137.0,135.3,135.0
maybank2u.com.my,184.84.150.56,216.0,217.0,216.1,216.0
maybank2u.com.my,23.55.167.16,18.0,19.1,18.16,18.0
maybank2u.com.my,92.123.104.61,147.0,148.0,147.1,147.0
maybank2u.com.my,23.206.173.19,265.0,266.0,265.1,265.0
maybank2u.com.my,23.219.82.74,66.4,66.5,66.43,66.4
maybank2u.com.my,69.192.139.81,2.24,3.15,2.386,2.27
maybank2u.com.my,69.192.139.102,3.06,3.62,3.143,3.09
maybank2u.com.my,2.16.27.216,141.0,142.0,141.1,141.0
maybank2u.com.my,125.56.219.3,185.0,193.0,186.0,185.0
maybank2u.com.my,23.45.49.160,71.0,71.8,71.15,71.1
mendeley.com,99.84.238.147,0.827,1.39,0.9083,0.859
mendeley.com,99.84.238.200,0.825,1.29,0.9241000000000001,0.8725
mendeley.com,3.167.56.17,67.7,69.5,68.11,67.85
mendeley.com,108.158.46.16,237.0,238.0,237.2,237.0
mendeley.com,13.32.121.71,150.0,151.0,150.1,150.0
mendeley.com,18.67.93.101,147.0,149.0,147.2,147.0
mendeley.com,3.164.92.70,71.8,72.9,71.91,71.8
mendeley.com,99.84.238.212,0.837,2.12,0.9878,0.8545
mendeley.com,18.238.80.81,66.5,67.7,66.63000000000001,66.5
mendeley.com,18.65.39.114,140.0,140.0,140.0,140.0
mendeley.com,18.238.80.41,66.3,66.8,66.38,66.3
mendeley.com,13.227.254.103,186.0,187.0,186.1,186.0
mendeley.com,3.160.150.100,149.0,151.0,149.2,149.0
freee.co.jp,99.84.238.134,0.821,1.53,0.9187000000000001,0.8545
freee.co.jp,18.239.142.11,233.0,235.0,233.2,233.0
freee.co.jp,13.227.219.76,138.0,139.0,138.1,138.0
freee.co.jp,13.35.93.94,69.1,69.1,69.1,69.1
freee.co.jp,13.225.4.111,185.0,185.0,185.0,185.0
freee.co.jp,99.84.238.157,0.836,1.89,0.9656,0.8645
freee.co.jp,3.164.92.105,71.6,72.4,71.70000000000002,71.6
freee.co.jp,99.84.238.134,0.828,1.45,0.9251999999999999,0.8645
freee.co.jp,108.157.254.105,186.0,187.0,186.1,186.0
freee.co.jp,13.35.93.38,68.9,71.1,69.17999999999999,68.9
freee.co.jp,3.167.56.97,66.8,67.6,66.88999999999999,66.8
freee.co.jp,18.245.86.70,151.0,152.0,151.1,151.0
freee.co.jp,18.245.86.118,150.0,150.0,150.0,150.0
israelhayom.co.il,23.218.218.20,66.1,66.7,66.19000000000001,66.1
israelhayom.co.il,23.218.218.165,66.7,66.8,66.75,66.75
israelhayom.co.il,173.223.163.206,67.8,68.8,67.91999999999999,67.8
israelhayom.co.il,23.218.217.20,66.4,67.1,66.50999999999999,66.4
israelhayom.co.il,23.218.218.68,65.6,66.1,65.68,65.6
israelhayom.co.il,23.218.216.42,67.9,67.9,67.9,67.9
israelhayom.co.il,23.205.106.188,67.8,68.0,67.9,67.9
israelhayom.co.il,23.218.217.34,67.0,67.2,67.09,67.1
israelhayom.co.il,23.205.106.183,67.0,67.2,67.1,67.1
israelhayom.co.il,23.205.106.132,66.0,66.5,66.16999999999999,66.1
mirostatic.com,18.239.199.72,0.296,0.439,0.36500000000000005,0.363
mirostatic.com,18.245.31.46,145.0,146.0,145.1,145.0
