website,cdn,min,max,mean,median
marksandspencer.com,184.50.206.138,1.4,1.92,1.521,1.495
marksandspencer.com,23.221.76.81,69.2,70.1,69.41999999999999,69.3
marksandspencer.com,23.35.30.5,65.0,65.2,65.12,65.1
marksandspencer.com,96.17.64.67,1.17,1.67,1.256,1.2149999999999999
marksandspencer.com,23.207.181.242,241.0,241.0,241.0,241.0
marksandspencer.com,104.71.212.90,63.8,64.3,63.92999999999999,63.9
marksandspencer.com,23.223.226.9,275.0,276.0,275.2,275.0
marksandspencer.com,104.115.32.78,75.3,76.2,75.52000000000001,75.4
marksandspencer.com,23.220.112.73,82.0,82.2,82.07000000000001,82.1
marksandspencer.com,2.18.161.249,82.8,83.5,82.91999999999999,82.9
mercari.com,18.238.55.50,0.689,0.955,0.7588000000000001,0.7484999999999999
mercari.com,18.238.243.71,78.0,78.1,78.05,78.05
mercari.com,13.227.74.47,72.9,73.5,73.0,72.95
mercari.com,13.33.165.114,19.1,19.3,19.199999999999996,19.2
mercari.com,18.172.78.118,275.0,276.0,275.1,275.0
mercari.com,18.238.55.50,0.707,1.02,0.7647,0.7384999999999999
mercari.com,18.67.76.99,6.16,6.33,6.229000000000001,6.205
mercari.com,65.9.66.9,91.8,92.6,92.03,91.9
mercari.com,18.238.55.94,0.859,1.02,0.9249,0.914
mercari.com,13.227.74.127,63.0,63.5,63.06,63.0
mercari.com,65.9.66.118,88.5,89.1,88.59,88.5
mercari.com,13.35.147.114,272.0,273.0,272.1,272.0
mercari.com,108.157.254.59,238.0,238.0,238.0,238.0
cdn4image.com,157.90.90.133,91.1,91.8,91.29,91.25
cdn4image.com,157.90.90.133,91.1,91.4,91.25000000000001,91.2
cdn4image.com,46.4.15.55,90.5,91.1,90.67,90.6
cdn4image.com,142.132.194.184,91.3,91.4,91.31999999999998,91.3
cdn4image.com,116.202.160.181,89.4,89.8,89.5,89.5
cdn4image.com,116.202.116.247,91.4,91.5,91.47,91.5
cdn4image.com,5.9.157.184,90.4,90.8,90.45,90.4
cdn4image.com,157.90.128.108,91.2,91.7,91.35,91.3
cdn4image.com,157.90.91.144,90.7,90.8,90.73,90.7
cdn4image.com,116.202.235.239,91.1,91.7,91.24000000000001,91.2
cisa.gov,23.204.25.176,0.8,1.19,0.8827,0.8445
cisa.gov,104.114.101.198,220.0,220.0,220.0,220.0
cisa.gov,23.204.25.176,0.791,0.896,0.8528,0.8534999999999999
cisa.gov,23.38.28.247,74.1,74.3,74.18,74.2
cisa.gov,184.87.40.114,17.5,18.1,17.68,17.65
cisa.gov,125.252.216.169,232.0,232.0,232.0,232.0
cisa.gov,23.38.237.249,67.8,68.4,67.91999999999999,67.9
cisa.gov,104.68.17.71,204.0,205.0,204.1,204.0
cisa.gov,104.103.195.88,73.4,73.4,73.4,73.4
cisa.gov,23.67.131.29,83.4,84.0,83.53,83.5
cisa.gov,23.49.82.123,21.2,21.3,21.22,21.2
todoist.com,18.164.116.22,1.32,1.43,1.359,1.355
todoist.com,18.155.192.111,72.3,72.4,72.35,72.35
todoist.com,18.164.116.15,1.21,1.27,1.2399999999999998,1.245
todoist.com,18.164.116.30,1.19,1.31,1.228,1.2149999999999999
todoist.com,143.204.98.129,87.5,88.0,87.57000000000001,87.5
todoist.com,108.156.60.67,79.5,80.1,79.56,79.5
todoist.com,18.65.244.102,274.0,275.0,274.1,274.0
todoist.com,13.35.238.112,248.0,249.0,248.7,249.0
todoist.com,18.164.116.22,1.34,1.62,1.4069999999999998,1.375
todoist.com,108.138.64.26,6.18,6.72,6.2669999999999995,6.21
todoist.com,108.159.61.116,307.0,308.0,307.1,307.0
todoist.com,18.245.96.30,19.5,20.0,19.62,19.6
20minutes.fr,18.164.124.113,1.31,1.48,1.3679999999999999,1.3650000000000002
20minutes.fr,108.158.32.11,272.0,273.0,272.1,272.0
20minutes.fr,18.66.57.129,250.0,250.0,250.0,250.0
20minutes.fr,18.164.124.10,1.17,1.55,1.274,1.24
20minutes.fr,143.204.98.33,85.9,86.5,86.03,86.0
20minutes.fr,18.165.98.66,6.41,6.69,6.508999999999999,6.505
20minutes.fr,143.204.98.16,87.6,87.7,87.63000000000001,87.6
20minutes.fr,13.227.74.97,63.0,63.5,63.089999999999996,63.05
20minutes.fr,13.227.254.32,237.0,237.0,237.0,237.0
20minutes.fr,18.67.39.129,19.3,19.9,19.45,19.4
20minutes.fr,108.156.60.69,77.6,78.2,77.75000000000001,77.7
20minutes.fr,18.164.124.72,1.3,1.4,1.3439999999999999,1.34
20minutes.fr,18.164.124.5,1.31,1.41,1.3659999999999999,1.37
ajax.systems,3.168.122.44,0.856,1.24,0.9379,0.904
ajax.systems,18.239.36.111,75.8,75.9,75.85999999999999,75.9
ajax.systems,108.158.20.13,265.0,266.0,265.2,265.0
ajax.systems,108.138.217.52,80.2,80.3,80.25,80.25
ajax.systems,18.245.60.84,84.9,85.4,85.02,85.0
ajax.systems,3.168.122.33,0.88,1.4,0.9756,0.926
ajax.systems,3.168.86.97,68.8,68.9,68.80999999999999,68.8
ajax.systems,18.155.68.91,238.0,238.0,238.0,238.0
ajax.systems,3.168.122.44,0.836,1.02,0.9164999999999999,0.8975
ajax.systems,3.161.213.41,8.41,8.69,8.544,8.53
ajax.systems,3.168.122.49,0.857,0.985,0.914,0.9065000000000001
ajax.systems,99.84.203.75,70.7,71.1,70.78,70.75
ajax.systems,18.155.99.74,292.0,293.0,292.2,292.0
ajax.systems,143.204.29.21,18.7,19.4,18.830000000000002,18.8
