website,cdn,min,max,mean,median
marksandspencer.com,23.221.76.81,3.07,4.39,3.255,3.135
marksandspencer.com,23.221.76.81,3.09,8.04,3.732,3.1950000000000003
marksandspencer.com,23.35.30.5,10.7,11.4,10.8,10.7
marksandspencer.com,96.17.64.67,65.6,67.0,65.89,65.7
marksandspencer.com,23.207.181.242,183.0,184.0,183.1,183.0
marksandspencer.com,104.71.212.90,18.0,18.7,18.110000000000003,18.0
marksandspencer.com,23.223.226.9,217.0,218.0,217.6,218.0
marksandspencer.com,104.115.32.78,136.0,136.0,136.0,136.0
marksandspencer.com,23.220.112.73,144.0,144.0,144.0,144.0
marksandspencer.com,2.18.161.249,145.0,146.0,145.1,145.0
mercari.com,13.227.74.39,1.7,2.7,1.8450000000000002,1.725
mercari.com,18.238.243.71,143.0,144.0,143.2,143.0
mercari.com,13.227.74.47,1.55,2.43,1.6630000000000003,1.57
mercari.com,13.33.165.114,65.6,65.9,65.65,65.6
mercari.com,18.172.78.118,244.0,246.0,244.2,244.0
mercari.com,18.238.55.50,65.5,66.2,65.65,65.6
mercari.com,18.67.76.99,66.5,66.6,66.52000000000001,66.5
mercari.com,65.9.66.9,146.0,148.0,146.2,146.0
mercari.com,18.238.55.94,66.3,66.6,66.44,66.4
mercari.com,13.227.74.127,1.56,2.72,1.718,1.6
mercari.com,65.9.66.118,149.0,151.0,149.2,149.0
mercari.com,13.35.147.114,136.0,137.0,136.8,137.0
mercari.com,108.157.254.59,175.0,177.0,175.9,176.0
cdn4image.com,142.132.194.184,162.0,163.0,162.1,162.0
cdn4image.com,157.90.90.133,162.0,163.0,162.1,162.0
cdn4image.com,46.4.15.55,158.0,159.0,158.1,158.0
cdn4image.com,142.132.194.184,162.0,163.0,162.1,162.0
cdn4image.com,116.202.160.181,165.0,166.0,165.1,165.0
cdn4image.com,116.202.116.247,161.0,161.0,161.0,161.0
cdn4image.com,5.9.157.184,159.0,160.0,159.1,159.0
cdn4image.com,157.90.128.108,160.0,163.0,160.3,160.0
cdn4image.com,157.90.91.144,164.0,164.0,164.0,164.0
cdn4image.com,116.202.235.239,160.0,161.0,160.1,160.0
cisa.gov,23.38.237.249,2.26,5.74,2.857,2.32
cisa.gov,104.114.101.198,220.0,224.0,220.7,220.0
cisa.gov,23.204.25.176,65.7,72.7,67.13,65.75
cisa.gov,23.38.28.247,140.0,142.0,140.5,140.0
cisa.gov,184.87.40.114,60.5,62.2,60.93000000000001,60.7
cisa.gov,125.252.216.169,179.0,180.0,179.1,179.0
cisa.gov,23.38.237.249,2.27,4.22,2.489,2.295
cisa.gov,104.68.17.71,179.0,179.0,179.0,179.0
cisa.gov,104.103.195.88,134.0,135.0,134.1,134.0
cisa.gov,23.67.131.29,148.0,150.0,148.2,148.0
cisa.gov,23.49.82.123,60.6,61.1,60.75,60.7
todoist.com,18.155.192.125,0.83,1.4,0.9494,0.9085000000000001
todoist.com,18.155.192.111,0.864,1.6,0.9706999999999999,0.896
todoist.com,18.164.116.15,66.2,66.5,66.26000000000002,66.2
todoist.com,18.164.116.30,67.1,67.5,67.14,67.1
todoist.com,143.204.98.129,146.0,148.0,146.2,146.0
todoist.com,108.156.60.67,141.0,142.0,141.1,141.0
todoist.com,18.65.244.102,146.0,147.0,146.2,146.0
todoist.com,13.35.238.112,186.0,187.0,186.2,186.0
todoist.com,18.164.116.22,69.2,69.9,69.38,69.3
todoist.com,108.138.64.26,68.1,70.6,68.75000000000001,68.2
todoist.com,108.159.61.116,244.0,245.0,244.1,244.0
todoist.com,18.245.96.30,63.2,64.5,63.39000000000001,63.2
20minutes.fr,13.227.74.125,1.53,2.73,1.6949999999999998,1.57
20minutes.fr,108.158.32.11,146.0,148.0,146.2,146.0
20minutes.fr,18.66.57.129,246.0,248.0,246.2,246.0
20minutes.fr,18.164.124.10,66.9,67.0,66.95,66.95
20minutes.fr,143.204.98.33,147.0,149.0,147.3,147.0
20minutes.fr,18.165.98.66,68.3,68.9,68.47,68.4
20minutes.fr,143.204.98.16,146.0,146.0,146.0,146.0
20minutes.fr,13.227.74.97,1.72,3.11,2.0800000000000005,1.795
20minutes.fr,13.227.254.32,184.0,185.0,184.4,184.0
20minutes.fr,18.67.39.129,62.3,63.5,62.6,62.349999999999994
20minutes.fr,108.156.60.69,142.0,144.0,142.4,142.0
20minutes.fr,18.164.124.72,67.1,72.3,68.14,67.1
20minutes.fr,18.164.124.5,67.0,67.6,67.20000000000002,67.1
ajax.systems,3.168.86.78,0.869,2.09,1.0506,0.925
ajax.systems,18.239.36.111,142.0,145.0,142.4,142.0
ajax.systems,108.158.20.13,147.0,148.0,147.1,147.0
ajax.systems,108.138.217.52,135.0,135.0,135.0,135.0
ajax.systems,18.245.60.84,150.0,157.0,151.1,150.0
ajax.systems,3.168.122.33,65.6,66.7,65.73,65.6
ajax.systems,3.168.86.97,0.863,1.71,1.0256,0.933
ajax.systems,18.155.68.91,185.0,187.0,185.6,185.5
ajax.systems,3.168.122.44,66.4,72.5,67.11999999999999,66.4
ajax.systems,3.161.213.41,76.9,83.1,77.75,77.15
ajax.systems,3.168.122.49,66.3,68.7,66.63,66.4
ajax.systems,99.84.203.75,8.5,9.91,8.785999999999998,8.58
ajax.systems,18.155.99.74,209.0,210.0,209.2,209.0
ajax.systems,143.204.29.21,58.4,59.5,58.58,58.5
britishcouncil.org,23.45.136.41,1.44,1.95,1.515,1.455
britishcouncil.org,173.223.116.35,141.0,143.0,141.2,141.0
britishcouncil.org,23.53.64.217,245.0,246.0,245.5,245.5
britishcouncil.org,96.17.60.47,75.6,76.9,75.78,75.65
britishcouncil.org,104.116.108.44,182.0,182.0,182.0,182.0
britishcouncil.org,23.218.108.44,182.0,185.0,182.5,182.0
britishcouncil.org,104.76.200.46,149.0,149.0,149.0,149.0
britishcouncil.org,23.47.168.116,65.7,66.3,65.8,65.75
britishcouncil.org,104.99.48.50,0.815,1.5,0.9442,0.8654999999999999
britishcouncil.org,104.97.4.38,135.0,135.0,135.0,135.0
britishcouncil.org,23.203.104.68,65.7,67.4,66.0,65.75
abc.com,65.8.161.63,0.946,2.18,1.0946000000000002,0.9804999999999999
abc.com,65.8.161.4,0.937,1.07,0.9873,0.971
abc.com,65.8.161.31,0.949,2.46,1.355,0.976
abc.com,18.239.111.28,240.0,241.0,240.4,240.0
abc.com,13.35.58.74,146.0,147.0,146.2,146.0
abc.com,3.164.92.107,63.6,65.2,63.85,63.75
abc.com,18.65.244.97,136.0,137.0,136.2,136.0
abc.com,3.165.102.44,181.0,189.0,183.5,183.0
abc.com,18.164.96.78,69.2,69.5,69.24000000000001,69.2
abc.com,18.239.18.70,141.0,142.0,141.1,141.0
abc.com,18.164.96.126,67.0,67.2,67.09,67.1
abc.com,13.35.58.39,146.0,148.0,146.2,146.0
abc.com,99.84.191.129,66.1,67.6,66.28,66.1
superbet.com,65.8.161.21,0.907,2.18,1.1276,1.005
superbet.com,65.8.161.21,0.956,1.34,1.0352000000000001,0.979
superbet.com,18.239.94.23,141.0,144.0,141.4,141.0
superbet.com,18.245.96.46,67.9,68.5,68.02000000000001,68.0
superbet.com,13.32.27.121,143.0,146.0,143.5,143.0
superbet.com,3.171.139.83,66.3,68.8,66.72999999999999,66.4
superbet.com,18.239.142.33,238.0,239.0,238.1,238.0
superbet.com,18.67.93.63,147.0,147.0,147.0,147.0
superbet.com,3.171.139.51,65.6,66.9,65.76,65.6
superbet.com,13.33.88.61,185.0,186.0,185.1,185.0
superbet.com,99.84.191.93,66.2,67.5,66.38000000000001,66.2
superbet.com,65.8.161.34,0.946,2.18,1.1305,0.9824999999999999
fnac.com,23.67.33.43,3.05,4.18,3.232,3.125
fnac.com,23.48.105.9,60.0,60.6,60.160000000000004,60.1
fnac.com,2.21.67.49,134.0,136.0,134.4,134.0
fnac.com,23.67.33.48,3.08,4.35,3.245,3.115
fnac.com,23.49.248.18,66.7,66.8,66.72999999999999,66.7
fnac.com,23.49.248.9,66.8,67.1,66.92999999999999,66.9
